Overlap,Num,Method
25,5,XTREE
25,282,ALVES
25,296,SHATW
25,283,OLIVE
50,17,XTREE
50,8,ALVES
50,0,SHATW
50,5,OLIVE
75,19,XTREE
75,8,ALVES
75,0,SHATW
75,4,OLIVE
100,268,XTREE
100,2,ALVES
100,0,SHATW
100,8,OLIVE
25,5,XTREE
25,283,ALVES
25,296,SHATW
25,279,OLIVE
50,18,XTREE
50,5,ALVES
50,0,SHATW
50,6,OLIVE
75,18,XTREE
75,7,ALVES
75,0,SHATW
75,5,OLIVE
100,268,XTREE
100,2,ALVES
100,0,SHATW
100,11,OLIVE
25,5,XTREE
25,282,ALVES
25,296,SHATW
25,275,OLIVE
50,19,XTREE
50,7,ALVES
50,0,SHATW
50,8,OLIVE
75,17,XTREE
75,10,ALVES
75,0,SHATW
75,8,OLIVE
100,267,XTREE
100,1,ALVES
100,0,SHATW
100,14,OLIVE
25,5,XTREE
25,283,ALVES
25,296,SHATW
25,278,OLIVE
50,19,XTREE
50,7,ALVES
50,0,SHATW
50,6,OLIVE
75,18,XTREE
75,7,ALVES
75,0,SHATW
75,7,OLIVE
100,268,XTREE
100,3,ALVES
100,0,SHATW
100,9,OLIVE
25,5,XTREE
25,275,ALVES
25,296,SHATW
25,277,OLIVE
50,17,XTREE
50,9,ALVES
50,0,SHATW
50,7,OLIVE
75,18,XTREE
75,12,ALVES
75,0,SHATW
75,5,OLIVE
100,268,XTREE
100,2,ALVES
100,0,SHATW
100,13,OLIVE
25,5,XTREE
25,284,ALVES
25,296,SHATW
25,278,OLIVE
50,19,XTREE
50,6,ALVES
50,0,SHATW
50,7,OLIVE
75,17,XTREE
75,4,ALVES
75,0,SHATW
75,6,OLIVE
100,268,XTREE
100,3,ALVES
100,0,SHATW
100,10,OLIVE
25,5,XTREE
25,277,ALVES
25,296,SHATW
25,281,OLIVE
50,17,XTREE
50,10,ALVES
50,0,SHATW
50,7,OLIVE
75,20,XTREE
75,10,ALVES
75,0,SHATW
75,5,OLIVE
100,268,XTREE
100,2,ALVES
100,0,SHATW
100,8,OLIVE
25,5,XTREE
25,282,ALVES
25,296,SHATW
25,282,OLIVE
50,18,XTREE
50,10,ALVES
50,0,SHATW
50,5,OLIVE
75,19,XTREE
75,7,ALVES
75,0,SHATW
75,5,OLIVE
100,268,XTREE
100,2,ALVES
100,0,SHATW
100,9,OLIVE
25,4,XTREE
25,283,ALVES
25,296,SHATW
25,276,OLIVE
50,17,XTREE
50,6,ALVES
50,0,SHATW
50,10,OLIVE
75,20,XTREE
75,6,ALVES
75,0,SHATW
75,8,OLIVE
100,269,XTREE
100,2,ALVES
100,0,SHATW
100,11,OLIVE
25,5,XTREE
25,282,ALVES
25,296,SHATW
25,279,OLIVE
50,18,XTREE
50,7,ALVES
50,0,SHATW
50,6,OLIVE
75,20,XTREE
75,9,ALVES
75,0,SHATW
75,5,OLIVE
100,268,XTREE
100,1,ALVES
100,0,SHATW
100,10,OLIVE
