Overlap,Num,Method
25,16,XTREE
25,2,ALVES
25,17,SHATW
25,3,OLIVE
50,32,XTREE
50,9,ALVES
50,0,SHATW
50,7,OLIVE
75,26,XTREE
75,4,ALVES
75,0,SHATW
75,3,OLIVE
100,62,XTREE
100,1,ALVES
100,0,SHATW
100,6,OLIVE
25,10,XTREE
25,3,ALVES
25,18,SHATW
25,4,OLIVE
50,36,XTREE
50,9,ALVES
50,0,SHATW
50,4,OLIVE
75,27,XTREE
75,6,ALVES
75,0,SHATW
75,2,OLIVE
100,63,XTREE
100,1,ALVES
100,0,SHATW
100,5,OLIVE
25,15,XTREE
25,1,ALVES
25,15,SHATW
25,3,OLIVE
50,32,XTREE
50,5,ALVES
50,0,SHATW
50,7,OLIVE
75,27,XTREE
75,8,ALVES
75,0,SHATW
75,4,OLIVE
100,62,XTREE
100,1,ALVES
100,0,SHATW
100,4,OLIVE
25,13,XTREE
25,1,ALVES
25,20,SHATW
25,4,OLIVE
50,33,XTREE
50,8,ALVES
50,0,SHATW
50,5,OLIVE
75,28,XTREE
75,6,ALVES
75,0,SHATW
75,2,OLIVE
100,62,XTREE
100,0,ALVES
100,0,SHATW
100,3,OLIVE
25,14,XTREE
25,2,ALVES
25,11,SHATW
25,1,OLIVE
50,34,XTREE
50,13,ALVES
50,0,SHATW
50,8,OLIVE
75,27,XTREE
75,6,ALVES
75,0,SHATW
75,5,OLIVE
100,61,XTREE
100,1,ALVES
100,0,SHATW
100,5,OLIVE
25,13,XTREE
25,2,ALVES
25,13,SHATW
25,3,OLIVE
50,33,XTREE
50,9,ALVES
50,0,SHATW
50,7,OLIVE
75,29,XTREE
75,5,ALVES
75,0,SHATW
75,1,OLIVE
100,61,XTREE
100,1,ALVES
100,0,SHATW
100,4,OLIVE
25,13,XTREE
25,3,ALVES
25,18,SHATW
25,1,OLIVE
50,34,XTREE
50,9,ALVES
50,0,SHATW
50,8,OLIVE
75,27,XTREE
75,4,ALVES
75,0,SHATW
75,4,OLIVE
100,62,XTREE
100,1,ALVES
100,0,SHATW
100,2,OLIVE
25,15,XTREE
25,1,ALVES
25,12,SHATW
25,0,OLIVE
50,32,XTREE
50,7,ALVES
50,0,SHATW
50,9,OLIVE
75,27,XTREE
75,5,ALVES
75,0,SHATW
75,4,OLIVE
100,62,XTREE
100,1,ALVES
100,0,SHATW
100,4,OLIVE
25,14,XTREE
25,4,ALVES
25,17,SHATW
25,3,OLIVE
50,33,XTREE
50,10,ALVES
50,0,SHATW
50,7,OLIVE
75,27,XTREE
75,5,ALVES
75,0,SHATW
75,3,OLIVE
100,62,XTREE
100,0,ALVES
100,0,SHATW
100,3,OLIVE
25,12,XTREE
25,1,ALVES
25,7,SHATW
25,1,OLIVE
50,34,XTREE
50,10,ALVES
50,0,SHATW
50,5,OLIVE
75,28,XTREE
75,3,ALVES
75,0,SHATW
75,2,OLIVE
100,62,XTREE
100,0,ALVES
100,0,SHATW
100,4,OLIVE
