Overlap,Num,Method
25,12,XTREE
25,6,ALVES
25,10,SHATW
25,2,OLIVE
50,20,XTREE
50,3,ALVES
50,0,SHATW
50,7,OLIVE
75,11,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,54,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,13,XTREE
25,8,ALVES
25,11,SHATW
25,2,OLIVE
50,19,XTREE
50,2,ALVES
50,0,SHATW
50,5,OLIVE
75,11,XTREE
75,1,ALVES
75,0,SHATW
75,1,OLIVE
100,54,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,12,XTREE
25,4,ALVES
25,9,SHATW
25,1,OLIVE
50,21,XTREE
50,3,ALVES
50,0,SHATW
50,6,OLIVE
75,10,XTREE
75,1,ALVES
75,0,SHATW
75,1,OLIVE
100,54,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,14,XTREE
25,6,ALVES
25,9,SHATW
25,2,OLIVE
50,19,XTREE
50,5,ALVES
50,0,SHATW
50,8,OLIVE
75,10,XTREE
75,1,ALVES
75,0,SHATW
75,0,OLIVE
100,54,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,12,XTREE
25,6,ALVES
25,13,SHATW
25,2,OLIVE
50,21,XTREE
50,3,ALVES
50,0,SHATW
50,8,OLIVE
75,10,XTREE
75,1,ALVES
75,0,SHATW
75,1,OLIVE
100,54,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,13,XTREE
25,7,ALVES
25,10,SHATW
25,3,OLIVE
50,20,XTREE
50,4,ALVES
50,0,SHATW
50,6,OLIVE
75,10,XTREE
75,1,ALVES
75,0,SHATW
75,1,OLIVE
100,54,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,13,XTREE
25,6,ALVES
25,7,SHATW
25,1,OLIVE
50,20,XTREE
50,4,ALVES
50,0,SHATW
50,5,OLIVE
75,10,XTREE
75,0,ALVES
75,0,SHATW
75,1,OLIVE
100,54,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,15,XTREE
25,7,ALVES
25,12,SHATW
25,2,OLIVE
50,17,XTREE
50,4,ALVES
50,0,SHATW
50,5,OLIVE
75,11,XTREE
75,1,ALVES
75,0,SHATW
75,1,OLIVE
100,54,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,13,XTREE
25,4,ALVES
25,13,SHATW
25,2,OLIVE
50,20,XTREE
50,4,ALVES
50,0,SHATW
50,6,OLIVE
75,10,XTREE
75,1,ALVES
75,0,SHATW
75,2,OLIVE
100,54,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,12,XTREE
25,5,ALVES
25,9,SHATW
25,2,OLIVE
50,21,XTREE
50,6,ALVES
50,0,SHATW
50,7,OLIVE
75,10,XTREE
75,0,ALVES
75,0,SHATW
75,1,OLIVE
100,54,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
