Overlap,Num,Method
25,15,XTREE
25,109,ALVES
25,112,SHATW
25,104,OLIVE
50,37,XTREE
50,6,ALVES
50,0,SHATW
50,8,OLIVE
75,13,XTREE
75,1,ALVES
75,0,SHATW
75,1,OLIVE
100,61,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,16,XTREE
25,109,ALVES
25,112,SHATW
25,106,OLIVE
50,35,XTREE
50,7,ALVES
50,1,SHATW
50,6,OLIVE
75,13,XTREE
75,1,ALVES
75,0,SHATW
75,2,OLIVE
100,61,XTREE
100,1,ALVES
100,0,SHATW
100,0,OLIVE
25,15,XTREE
25,108,ALVES
25,112,SHATW
25,104,OLIVE
50,38,XTREE
50,5,ALVES
50,0,SHATW
50,7,OLIVE
75,13,XTREE
75,2,ALVES
75,0,SHATW
75,1,OLIVE
100,61,XTREE
100,1,ALVES
100,0,SHATW
100,1,OLIVE
25,17,XTREE
25,106,ALVES
25,112,SHATW
25,103,OLIVE
50,37,XTREE
50,9,ALVES
50,1,SHATW
50,9,OLIVE
75,13,XTREE
75,3,ALVES
75,0,SHATW
75,1,OLIVE
100,61,XTREE
100,1,ALVES
100,0,SHATW
100,1,OLIVE
25,15,XTREE
25,108,ALVES
25,112,SHATW
25,102,OLIVE
50,38,XTREE
50,7,ALVES
50,1,SHATW
50,10,OLIVE
75,13,XTREE
75,1,ALVES
75,0,SHATW
75,1,OLIVE
100,61,XTREE
100,1,ALVES
100,0,SHATW
100,1,OLIVE
25,16,XTREE
25,107,ALVES
25,112,SHATW
25,104,OLIVE
50,36,XTREE
50,8,ALVES
50,1,SHATW
50,7,OLIVE
75,13,XTREE
75,1,ALVES
75,0,SHATW
75,2,OLIVE
100,61,XTREE
100,1,ALVES
100,0,SHATW
100,1,OLIVE
25,16,XTREE
25,108,ALVES
25,112,SHATW
25,105,OLIVE
50,38,XTREE
50,7,ALVES
50,0,SHATW
50,5,OLIVE
75,13,XTREE
75,2,ALVES
75,0,SHATW
75,2,OLIVE
100,61,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,18,XTREE
25,107,ALVES
25,112,SHATW
25,105,OLIVE
50,36,XTREE
50,7,ALVES
50,0,SHATW
50,6,OLIVE
75,13,XTREE
75,3,ALVES
75,0,SHATW
75,1,OLIVE
100,61,XTREE
100,1,ALVES
100,0,SHATW
100,1,OLIVE
25,16,XTREE
25,107,ALVES
25,112,SHATW
25,104,OLIVE
50,37,XTREE
50,5,ALVES
50,1,SHATW
50,7,OLIVE
75,13,XTREE
75,1,ALVES
75,0,SHATW
75,3,OLIVE
100,61,XTREE
100,1,ALVES
100,0,SHATW
100,0,OLIVE
25,15,XTREE
25,106,ALVES
25,112,SHATW
25,104,OLIVE
50,38,XTREE
50,9,ALVES
50,1,SHATW
50,7,OLIVE
75,13,XTREE
75,1,ALVES
75,0,SHATW
75,2,OLIVE
100,61,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
