Overlap,Num,Method
25,42,XTREE
25,299,ALVES
25,314,SHATW
25,289,OLIVE
50,118,XTREE
50,21,ALVES
50,2,SHATW
50,23,OLIVE
75,65,XTREE
75,3,ALVES
75,0,SHATW
75,6,OLIVE
100,135,XTREE
100,1,ALVES
100,0,SHATW
100,4,OLIVE
25,44,XTREE
25,289,ALVES
25,314,SHATW
25,285,OLIVE
50,119,XTREE
50,30,ALVES
50,0,SHATW
50,27,OLIVE
75,65,XTREE
75,5,ALVES
75,0,SHATW
75,8,OLIVE
100,134,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
25,43,XTREE
25,294,ALVES
25,314,SHATW
25,284,OLIVE
50,119,XTREE
50,23,ALVES
50,0,SHATW
50,26,OLIVE
75,68,XTREE
75,2,ALVES
75,0,SHATW
75,11,OLIVE
100,135,XTREE
100,1,ALVES
100,0,SHATW
100,1,OLIVE
25,49,XTREE
25,294,ALVES
25,314,SHATW
25,289,OLIVE
50,114,XTREE
50,24,ALVES
50,1,SHATW
50,24,OLIVE
75,67,XTREE
75,4,ALVES
75,0,SHATW
75,6,OLIVE
100,133,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,45,XTREE
25,289,ALVES
25,314,SHATW
25,287,OLIVE
50,116,XTREE
50,28,ALVES
50,0,SHATW
50,23,OLIVE
75,68,XTREE
75,3,ALVES
75,0,SHATW
75,6,OLIVE
100,135,XTREE
100,1,ALVES
100,0,SHATW
100,2,OLIVE
25,42,XTREE
25,292,ALVES
25,314,SHATW
25,283,OLIVE
50,116,XTREE
50,25,ALVES
50,1,SHATW
50,26,OLIVE
75,67,XTREE
75,4,ALVES
75,0,SHATW
75,10,OLIVE
100,136,XTREE
100,0,ALVES
100,0,SHATW
100,4,OLIVE
25,46,XTREE
25,292,ALVES
25,314,SHATW
25,286,OLIVE
50,114,XTREE
50,24,ALVES
50,2,SHATW
50,26,OLIVE
75,68,XTREE
75,4,ALVES
75,0,SHATW
75,6,OLIVE
100,135,XTREE
100,1,ALVES
100,0,SHATW
100,3,OLIVE
25,39,XTREE
25,288,ALVES
25,314,SHATW
25,288,OLIVE
50,115,XTREE
50,32,ALVES
50,1,SHATW
50,29,OLIVE
75,72,XTREE
75,3,ALVES
75,0,SHATW
75,5,OLIVE
100,134,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,45,XTREE
25,291,ALVES
25,314,SHATW
25,283,OLIVE
50,117,XTREE
50,27,ALVES
50,1,SHATW
50,27,OLIVE
75,67,XTREE
75,4,ALVES
75,0,SHATW
75,9,OLIVE
100,136,XTREE
100,1,ALVES
100,0,SHATW
100,4,OLIVE
25,41,XTREE
25,290,ALVES
25,314,SHATW
25,284,OLIVE
50,119,XTREE
50,27,ALVES
50,0,SHATW
50,25,OLIVE
75,67,XTREE
75,5,ALVES
75,0,SHATW
75,6,OLIVE
100,133,XTREE
100,0,ALVES
100,0,SHATW
100,3,OLIVE
