Overlap,Num,Method
25,6,XTREE
25,1,ALVES
25,2,SHATW
25,1,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,5,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,12,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,6,XTREE
25,1,ALVES
25,1,SHATW
25,2,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,5,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,12,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,6,XTREE
25,2,ALVES
25,1,SHATW
25,2,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,5,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,12,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,6,XTREE
25,1,ALVES
25,1,SHATW
25,0,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,5,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,12,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,6,XTREE
25,1,ALVES
25,0,SHATW
25,3,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,5,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,12,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,6,XTREE
25,1,ALVES
25,1,SHATW
25,1,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,5,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,12,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,6,XTREE
25,1,ALVES
25,2,SHATW
25,2,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,5,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,12,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,6,XTREE
25,1,ALVES
25,0,SHATW
25,1,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,5,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,12,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,5,XTREE
25,2,ALVES
25,1,SHATW
25,2,OLIVE
50,11,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,5,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,12,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,5,XTREE
25,0,ALVES
25,2,SHATW
25,2,OLIVE
50,11,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,5,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,12,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
