Overlap,Num,Method
25,7,XTREE
25,39,ALVES
25,39,SHATW
25,39,OLIVE
50,15,XTREE
50,1,ALVES
50,0,SHATW
50,1,OLIVE
75,8,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,13,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,7,XTREE
25,39,ALVES
25,39,SHATW
25,39,OLIVE
50,15,XTREE
50,1,ALVES
50,0,SHATW
50,1,OLIVE
75,8,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,13,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,7,XTREE
25,39,ALVES
25,39,SHATW
25,39,OLIVE
50,16,XTREE
50,1,ALVES
50,0,SHATW
50,1,OLIVE
75,8,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,13,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,7,XTREE
25,39,ALVES
25,39,SHATW
25,39,OLIVE
50,16,XTREE
50,1,ALVES
50,0,SHATW
50,0,OLIVE
75,8,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,13,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,7,XTREE
25,39,ALVES
25,39,SHATW
25,39,OLIVE
50,15,XTREE
50,1,ALVES
50,0,SHATW
50,2,OLIVE
75,8,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,13,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,7,XTREE
25,39,ALVES
25,39,SHATW
25,39,OLIVE
50,16,XTREE
50,1,ALVES
50,0,SHATW
50,1,OLIVE
75,8,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,13,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,7,XTREE
25,39,ALVES
25,39,SHATW
25,39,OLIVE
50,16,XTREE
50,1,ALVES
50,0,SHATW
50,2,OLIVE
75,8,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,13,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,7,XTREE
25,39,ALVES
25,39,SHATW
25,39,OLIVE
50,16,XTREE
50,1,ALVES
50,0,SHATW
50,0,OLIVE
75,8,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,13,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,6,XTREE
25,39,ALVES
25,39,SHATW
25,39,OLIVE
50,16,XTREE
50,1,ALVES
50,0,SHATW
50,1,OLIVE
75,8,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,13,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,6,XTREE
25,39,ALVES
25,39,SHATW
25,39,OLIVE
50,17,XTREE
50,0,ALVES
50,0,SHATW
50,2,OLIVE
75,8,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,13,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
