Overlap,Num,Method
25,12,XTREE
25,6,ALVES
25,29,SHATW
25,3,OLIVE
50,41,XTREE
50,14,ALVES
50,0,SHATW
50,14,OLIVE
75,16,XTREE
75,6,ALVES
75,0,SHATW
75,3,OLIVE
100,25,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,12,XTREE
25,5,ALVES
25,26,SHATW
25,4,OLIVE
50,42,XTREE
50,16,ALVES
50,0,SHATW
50,15,OLIVE
75,14,XTREE
75,5,ALVES
75,0,SHATW
75,7,OLIVE
100,26,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
25,12,XTREE
25,1,ALVES
25,25,SHATW
25,5,OLIVE
50,43,XTREE
50,20,ALVES
50,0,SHATW
50,21,OLIVE
75,13,XTREE
75,6,ALVES
75,0,SHATW
75,4,OLIVE
100,26,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,12,XTREE
25,6,ALVES
25,22,SHATW
25,3,OLIVE
50,46,XTREE
50,19,ALVES
50,2,SHATW
50,16,OLIVE
75,11,XTREE
75,5,ALVES
75,0,SHATW
75,2,OLIVE
100,25,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
25,12,XTREE
25,4,ALVES
25,23,SHATW
25,3,OLIVE
50,43,XTREE
50,14,ALVES
50,0,SHATW
50,16,OLIVE
75,13,XTREE
75,7,ALVES
75,0,SHATW
75,6,OLIVE
100,26,XTREE
100,0,ALVES
100,0,SHATW
100,3,OLIVE
25,12,XTREE
25,4,ALVES
25,24,SHATW
25,4,OLIVE
50,43,XTREE
50,18,ALVES
50,0,SHATW
50,16,OLIVE
75,14,XTREE
75,4,ALVES
75,0,SHATW
75,3,OLIVE
100,25,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
25,12,XTREE
25,4,ALVES
25,30,SHATW
25,4,OLIVE
50,43,XTREE
50,23,ALVES
50,0,SHATW
50,21,OLIVE
75,13,XTREE
75,7,ALVES
75,0,SHATW
75,5,OLIVE
100,26,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
25,12,XTREE
25,3,ALVES
25,25,SHATW
25,2,OLIVE
50,43,XTREE
50,15,ALVES
50,0,SHATW
50,17,OLIVE
75,12,XTREE
75,6,ALVES
75,0,SHATW
75,4,OLIVE
100,27,XTREE
100,0,ALVES
100,0,SHATW
100,4,OLIVE
25,12,XTREE
25,6,ALVES
25,27,SHATW
25,4,OLIVE
50,41,XTREE
50,19,ALVES
50,0,SHATW
50,13,OLIVE
75,16,XTREE
75,6,ALVES
75,0,SHATW
75,3,OLIVE
100,25,XTREE
100,0,ALVES
100,0,SHATW
100,3,OLIVE
25,12,XTREE
25,3,ALVES
25,31,SHATW
25,2,OLIVE
50,43,XTREE
50,17,ALVES
50,0,SHATW
50,21,OLIVE
75,13,XTREE
75,8,ALVES
75,0,SHATW
75,4,OLIVE
100,26,XTREE
100,0,ALVES
100,0,SHATW
100,3,OLIVE
