Overlap,Num,Method
25,1,XTREE
25,4,ALVES
25,5,SHATW
25,4,OLIVE
50,1,XTREE
50,0,ALVES
50,1,SHATW
50,0,OLIVE
75,1,XTREE
75,1,ALVES
75,0,SHATW
75,0,OLIVE
100,2,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,0,XTREE
25,4,ALVES
25,5,SHATW
25,5,OLIVE
50,2,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,1,ALVES
75,0,SHATW
75,0,OLIVE
100,1,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,5,ALVES
25,5,SHATW
25,4,OLIVE
50,1,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,1,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,2,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,1,XTREE
25,4,ALVES
25,5,SHATW
25,5,OLIVE
50,1,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,1,XTREE
75,1,ALVES
75,0,SHATW
75,0,OLIVE
100,2,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,4,ALVES
25,5,SHATW
25,5,OLIVE
50,1,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,1,XTREE
75,1,ALVES
75,0,SHATW
75,0,OLIVE
100,2,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,4,ALVES
25,5,SHATW
25,5,OLIVE
50,2,XTREE
50,0,ALVES
50,1,SHATW
50,0,OLIVE
75,2,XTREE
75,1,ALVES
75,0,SHATW
75,0,OLIVE
100,2,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,5,ALVES
25,5,SHATW
25,4,OLIVE
50,2,XTREE
50,0,ALVES
50,1,SHATW
50,0,OLIVE
75,1,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,2,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,1,XTREE
25,5,ALVES
25,5,SHATW
25,4,OLIVE
50,2,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,1,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,2,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,1,XTREE
25,4,ALVES
25,5,SHATW
25,4,OLIVE
50,2,XTREE
50,0,ALVES
50,1,SHATW
50,0,OLIVE
75,1,XTREE
75,1,ALVES
75,0,SHATW
75,0,OLIVE
100,2,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,1,XTREE
25,4,ALVES
25,5,SHATW
25,5,OLIVE
50,1,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,1,XTREE
75,1,ALVES
75,0,SHATW
75,0,OLIVE
100,2,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
