Overlap,Num,Method
25,0,XTREE
25,51,ALVES
25,52,SHATW
25,47,OLIVE
50,12,XTREE
50,2,ALVES
50,1,SHATW
50,4,OLIVE
75,11,XTREE
75,1,ALVES
75,0,SHATW
75,1,OLIVE
100,34,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,0,XTREE
25,51,ALVES
25,52,SHATW
25,47,OLIVE
50,11,XTREE
50,1,ALVES
50,0,SHATW
50,3,OLIVE
75,13,XTREE
75,0,ALVES
75,0,SHATW
75,2,OLIVE
100,34,XTREE
100,1,ALVES
100,0,SHATW
100,1,OLIVE
25,0,XTREE
25,49,ALVES
25,52,SHATW
25,49,OLIVE
50,12,XTREE
50,2,ALVES
50,1,SHATW
50,0,OLIVE
75,11,XTREE
75,2,ALVES
75,0,SHATW
75,2,OLIVE
100,34,XTREE
100,1,ALVES
100,0,SHATW
100,1,OLIVE
25,0,XTREE
25,48,ALVES
25,52,SHATW
25,49,OLIVE
50,11,XTREE
50,4,ALVES
50,0,SHATW
50,3,OLIVE
75,11,XTREE
75,2,ALVES
75,0,SHATW
75,1,OLIVE
100,35,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,0,XTREE
25,51,ALVES
25,52,SHATW
25,50,OLIVE
50,10,XTREE
50,2,ALVES
50,0,SHATW
50,2,OLIVE
75,13,XTREE
75,1,ALVES
75,0,SHATW
75,1,OLIVE
100,34,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,0,XTREE
25,48,ALVES
25,52,SHATW
25,46,OLIVE
50,12,XTREE
50,2,ALVES
50,1,SHATW
50,3,OLIVE
75,10,XTREE
75,2,ALVES
75,0,SHATW
75,3,OLIVE
100,34,XTREE
100,1,ALVES
100,0,SHATW
100,1,OLIVE
25,0,XTREE
25,49,ALVES
25,52,SHATW
25,51,OLIVE
50,11,XTREE
50,2,ALVES
50,0,SHATW
50,0,OLIVE
75,13,XTREE
75,1,ALVES
75,0,SHATW
75,0,OLIVE
100,34,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,0,XTREE
25,51,ALVES
25,52,SHATW
25,48,OLIVE
50,10,XTREE
50,1,ALVES
50,0,SHATW
50,1,OLIVE
75,13,XTREE
75,0,ALVES
75,0,SHATW
75,3,OLIVE
100,34,XTREE
100,1,ALVES
100,0,SHATW
100,0,OLIVE
25,0,XTREE
25,48,ALVES
25,52,SHATW
25,50,OLIVE
50,11,XTREE
50,5,ALVES
50,1,SHATW
50,1,OLIVE
75,12,XTREE
75,1,ALVES
75,0,SHATW
75,1,OLIVE
100,34,XTREE
100,1,ALVES
100,0,SHATW
100,0,OLIVE
25,0,XTREE
25,49,ALVES
25,52,SHATW
25,46,OLIVE
50,11,XTREE
50,4,ALVES
50,0,SHATW
50,4,OLIVE
75,13,XTREE
75,1,ALVES
75,0,SHATW
75,2,OLIVE
100,34,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
