Overlap,Num,Method
25,5,XTREE
25,283,ALVES
25,296,SHATW
25,280,OLIVE
50,19,XTREE
50,5,ALVES
50,8,SHATW
50,4,OLIVE
75,18,XTREE
75,11,ALVES
75,0,SHATW
75,5,OLIVE
100,267,XTREE
100,2,ALVES
100,0,SHATW
100,11,OLIVE
25,5,XTREE
25,280,ALVES
25,296,SHATW
25,277,OLIVE
50,19,XTREE
50,7,ALVES
50,6,SHATW
50,6,OLIVE
75,19,XTREE
75,10,ALVES
75,0,SHATW
75,10,OLIVE
100,268,XTREE
100,1,ALVES
100,0,SHATW
100,10,OLIVE
25,5,XTREE
25,284,ALVES
25,296,SHATW
25,280,OLIVE
50,18,XTREE
50,5,ALVES
50,7,SHATW
50,5,OLIVE
75,19,XTREE
75,10,ALVES
75,0,SHATW
75,6,OLIVE
100,268,XTREE
100,1,ALVES
100,0,SHATW
100,10,OLIVE
25,6,XTREE
25,279,ALVES
25,296,SHATW
25,278,OLIVE
50,21,XTREE
50,10,ALVES
50,6,SHATW
50,7,OLIVE
75,18,XTREE
75,9,ALVES
75,0,SHATW
75,7,OLIVE
100,267,XTREE
100,3,ALVES
100,0,SHATW
100,10,OLIVE
25,5,XTREE
25,280,ALVES
25,296,SHATW
25,278,OLIVE
50,19,XTREE
50,6,ALVES
50,7,SHATW
50,6,OLIVE
75,18,XTREE
75,11,ALVES
75,0,SHATW
75,4,OLIVE
100,268,XTREE
100,2,ALVES
100,0,SHATW
100,11,OLIVE
25,5,XTREE
25,280,ALVES
25,296,SHATW
25,279,OLIVE
50,20,XTREE
50,8,ALVES
50,3,SHATW
50,7,OLIVE
75,17,XTREE
75,11,ALVES
75,0,SHATW
75,7,OLIVE
100,268,XTREE
100,2,ALVES
100,0,SHATW
100,10,OLIVE
25,5,XTREE
25,284,ALVES
25,296,SHATW
25,284,OLIVE
50,20,XTREE
50,7,ALVES
50,6,SHATW
50,2,OLIVE
75,20,XTREE
75,6,ALVES
75,0,SHATW
75,5,OLIVE
100,266,XTREE
100,2,ALVES
100,0,SHATW
100,8,OLIVE
25,5,XTREE
25,280,ALVES
25,296,SHATW
25,281,OLIVE
50,19,XTREE
50,7,ALVES
50,7,SHATW
50,5,OLIVE
75,18,XTREE
75,8,ALVES
75,0,SHATW
75,7,OLIVE
100,267,XTREE
100,2,ALVES
100,0,SHATW
100,10,OLIVE
25,5,XTREE
25,284,ALVES
25,296,SHATW
25,282,OLIVE
50,19,XTREE
50,6,ALVES
50,7,SHATW
50,6,OLIVE
75,18,XTREE
75,6,ALVES
75,0,SHATW
75,6,OLIVE
100,267,XTREE
100,2,ALVES
100,0,SHATW
100,6,OLIVE
25,5,XTREE
25,284,ALVES
25,296,SHATW
25,283,OLIVE
50,20,XTREE
50,6,ALVES
50,6,SHATW
50,4,OLIVE
75,20,XTREE
75,7,ALVES
75,0,SHATW
75,6,OLIVE
100,268,XTREE
100,1,ALVES
100,0,SHATW
100,8,OLIVE
