Overlap,Num,Method
25,1,XTREE
25,1,ALVES
25,5,SHATW
25,0,OLIVE
50,7,XTREE
50,3,ALVES
50,0,SHATW
50,4,OLIVE
75,3,XTREE
75,2,ALVES
75,0,SHATW
75,0,OLIVE
100,8,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,1,XTREE
25,1,ALVES
25,5,SHATW
25,0,OLIVE
50,7,XTREE
50,1,ALVES
50,0,SHATW
50,4,OLIVE
75,3,XTREE
75,2,ALVES
75,0,SHATW
75,0,OLIVE
100,8,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,4,ALVES
25,4,SHATW
25,0,OLIVE
50,7,XTREE
50,2,ALVES
50,0,SHATW
50,5,OLIVE
75,3,XTREE
75,1,ALVES
75,0,SHATW
75,1,OLIVE
100,8,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
25,1,XTREE
25,2,ALVES
25,4,SHATW
25,0,OLIVE
50,7,XTREE
50,0,ALVES
50,0,SHATW
50,4,OLIVE
75,3,XTREE
75,2,ALVES
75,0,SHATW
75,0,OLIVE
100,8,XTREE
100,0,ALVES
100,0,SHATW
100,3,OLIVE
25,1,XTREE
25,4,ALVES
25,3,SHATW
25,0,OLIVE
50,7,XTREE
50,2,ALVES
50,0,SHATW
50,1,OLIVE
75,3,XTREE
75,3,ALVES
75,0,SHATW
75,0,OLIVE
100,8,XTREE
100,0,ALVES
100,0,SHATW
100,3,OLIVE
25,1,XTREE
25,3,ALVES
25,7,SHATW
25,0,OLIVE
50,7,XTREE
50,2,ALVES
50,0,SHATW
50,5,OLIVE
75,3,XTREE
75,1,ALVES
75,0,SHATW
75,0,OLIVE
100,8,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,1,XTREE
25,1,ALVES
25,7,SHATW
25,1,OLIVE
50,7,XTREE
50,0,ALVES
50,1,SHATW
50,4,OLIVE
75,3,XTREE
75,1,ALVES
75,0,SHATW
75,0,OLIVE
100,8,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,1,XTREE
25,3,ALVES
25,7,SHATW
25,0,OLIVE
50,7,XTREE
50,0,ALVES
50,0,SHATW
50,4,OLIVE
75,3,XTREE
75,3,ALVES
75,0,SHATW
75,0,OLIVE
100,8,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
25,1,XTREE
25,1,ALVES
25,5,SHATW
25,1,OLIVE
50,7,XTREE
50,2,ALVES
50,0,SHATW
50,5,OLIVE
75,3,XTREE
75,0,ALVES
75,0,SHATW
75,1,OLIVE
100,8,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
25,1,XTREE
25,4,ALVES
25,6,SHATW
25,1,OLIVE
50,7,XTREE
50,3,ALVES
50,1,SHATW
50,2,OLIVE
75,3,XTREE
75,2,ALVES
75,0,SHATW
75,0,OLIVE
100,8,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
