Overlap,Num,Method
25,18,XTREE
25,14,ALVES
25,20,SHATW
25,5,OLIVE
50,71,XTREE
50,12,ALVES
50,1,SHATW
50,19,OLIVE
75,49,XTREE
75,2,ALVES
75,0,SHATW
75,5,OLIVE
100,107,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,18,XTREE
25,16,ALVES
25,27,SHATW
25,4,OLIVE
50,73,XTREE
50,16,ALVES
50,3,SHATW
50,18,OLIVE
75,46,XTREE
75,2,ALVES
75,0,SHATW
75,6,OLIVE
100,108,XTREE
100,1,ALVES
100,0,SHATW
100,1,OLIVE
25,20,XTREE
25,7,ALVES
25,16,SHATW
25,8,OLIVE
50,72,XTREE
50,23,ALVES
50,2,SHATW
50,11,OLIVE
75,45,XTREE
75,3,ALVES
75,0,SHATW
75,5,OLIVE
100,108,XTREE
100,1,ALVES
100,0,SHATW
100,2,OLIVE
25,18,XTREE
25,11,ALVES
25,23,SHATW
25,7,OLIVE
50,70,XTREE
50,14,ALVES
50,2,SHATW
50,14,OLIVE
75,49,XTREE
75,0,ALVES
75,0,SHATW
75,4,OLIVE
100,108,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
25,19,XTREE
25,9,ALVES
25,21,SHATW
25,5,OLIVE
50,71,XTREE
50,16,ALVES
50,1,SHATW
50,15,OLIVE
75,46,XTREE
75,4,ALVES
75,0,SHATW
75,5,OLIVE
100,109,XTREE
100,1,ALVES
100,0,SHATW
100,2,OLIVE
25,18,XTREE
25,7,ALVES
25,14,SHATW
25,7,OLIVE
50,71,XTREE
50,18,ALVES
50,2,SHATW
50,14,OLIVE
75,48,XTREE
75,1,ALVES
75,0,SHATW
75,5,OLIVE
100,108,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
25,19,XTREE
25,10,ALVES
25,27,SHATW
25,9,OLIVE
50,69,XTREE
50,19,ALVES
50,3,SHATW
50,18,OLIVE
75,50,XTREE
75,3,ALVES
75,0,SHATW
75,7,OLIVE
100,107,XTREE
100,1,ALVES
100,0,SHATW
100,2,OLIVE
25,19,XTREE
25,8,ALVES
25,26,SHATW
25,5,OLIVE
50,71,XTREE
50,17,ALVES
50,1,SHATW
50,18,OLIVE
75,48,XTREE
75,3,ALVES
75,0,SHATW
75,8,OLIVE
100,107,XTREE
100,1,ALVES
100,0,SHATW
100,1,OLIVE
25,16,XTREE
25,12,ALVES
25,22,SHATW
25,9,OLIVE
50,75,XTREE
50,18,ALVES
50,3,SHATW
50,17,OLIVE
75,45,XTREE
75,2,ALVES
75,0,SHATW
75,5,OLIVE
100,109,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,18,XTREE
25,13,ALVES
25,26,SHATW
25,6,OLIVE
50,73,XTREE
50,14,ALVES
50,1,SHATW
50,15,OLIVE
75,45,XTREE
75,1,ALVES
75,0,SHATW
75,4,OLIVE
100,109,XTREE
100,1,ALVES
100,0,SHATW
100,2,OLIVE
