Overlap,Num,Method
25,22,XTREE
25,66,ALVES
25,69,SHATW
25,63,OLIVE
50,39,XTREE
50,3,ALVES
50,0,SHATW
50,9,OLIVE
75,15,XTREE
75,0,ALVES
75,0,SHATW
75,1,OLIVE
100,10,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,22,XTREE
25,65,ALVES
25,69,SHATW
25,64,OLIVE
50,38,XTREE
50,8,ALVES
50,0,SHATW
50,7,OLIVE
75,15,XTREE
75,0,ALVES
75,0,SHATW
75,1,OLIVE
100,10,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,24,XTREE
25,66,ALVES
25,69,SHATW
25,66,OLIVE
50,37,XTREE
50,6,ALVES
50,0,SHATW
50,5,OLIVE
75,15,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,10,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,22,XTREE
25,65,ALVES
25,69,SHATW
25,65,OLIVE
50,38,XTREE
50,6,ALVES
50,0,SHATW
50,6,OLIVE
75,15,XTREE
75,1,ALVES
75,0,SHATW
75,1,OLIVE
100,10,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,22,XTREE
25,66,ALVES
25,69,SHATW
25,68,OLIVE
50,39,XTREE
50,5,ALVES
50,0,SHATW
50,4,OLIVE
75,15,XTREE
75,1,ALVES
75,0,SHATW
75,1,OLIVE
100,10,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,21,XTREE
25,67,ALVES
25,69,SHATW
25,62,OLIVE
50,38,XTREE
50,4,ALVES
50,0,SHATW
50,11,OLIVE
75,17,XTREE
75,0,ALVES
75,0,SHATW
75,1,OLIVE
100,10,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,22,XTREE
25,68,ALVES
25,69,SHATW
25,63,OLIVE
50,39,XTREE
50,2,ALVES
50,0,SHATW
50,9,OLIVE
75,15,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,10,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,23,XTREE
25,66,ALVES
25,69,SHATW
25,65,OLIVE
50,39,XTREE
50,4,ALVES
50,0,SHATW
50,7,OLIVE
75,15,XTREE
75,1,ALVES
75,0,SHATW
75,0,OLIVE
100,10,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,21,XTREE
25,66,ALVES
25,69,SHATW
25,66,OLIVE
50,39,XTREE
50,5,ALVES
50,0,SHATW
50,6,OLIVE
75,15,XTREE
75,1,ALVES
75,0,SHATW
75,0,OLIVE
100,10,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,22,XTREE
25,65,ALVES
25,69,SHATW
25,63,OLIVE
50,39,XTREE
50,6,ALVES
50,0,SHATW
50,8,OLIVE
75,15,XTREE
75,0,ALVES
75,0,SHATW
75,1,OLIVE
100,10,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
