Overlap,Num,Method
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,15,ALVES
25,15,SHATW
25,15,OLIVE
50,10,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
