Overlap,Num,Method
25,9,XTREE
25,154,ALVES
25,179,SHATW
25,146,OLIVE
50,70,XTREE
50,41,ALVES
50,39,SHATW
50,32,OLIVE
75,40,XTREE
75,29,ALVES
75,0,SHATW
75,18,OLIVE
100,114,XTREE
100,6,ALVES
100,0,SHATW
100,28,OLIVE
25,9,XTREE
25,151,ALVES
25,186,SHATW
25,148,OLIVE
50,70,XTREE
50,42,ALVES
50,29,SHATW
50,31,OLIVE
75,38,XTREE
75,28,ALVES
75,0,SHATW
75,13,OLIVE
100,114,XTREE
100,4,ALVES
100,0,SHATW
100,29,OLIVE
25,9,XTREE
25,162,ALVES
25,178,SHATW
25,144,OLIVE
50,65,XTREE
50,40,ALVES
50,36,SHATW
50,35,OLIVE
75,46,XTREE
75,20,ALVES
75,0,SHATW
75,15,OLIVE
100,113,XTREE
100,7,ALVES
100,0,SHATW
100,26,OLIVE
25,9,XTREE
25,163,ALVES
25,188,SHATW
25,155,OLIVE
50,74,XTREE
50,30,ALVES
50,26,SHATW
50,29,OLIVE
75,35,XTREE
75,27,ALVES
75,0,SHATW
75,14,OLIVE
100,114,XTREE
100,7,ALVES
100,0,SHATW
100,20,OLIVE
25,9,XTREE
25,162,ALVES
25,183,SHATW
25,158,OLIVE
50,72,XTREE
50,36,ALVES
50,33,SHATW
50,25,OLIVE
75,39,XTREE
75,27,ALVES
75,0,SHATW
75,13,OLIVE
100,111,XTREE
100,5,ALVES
100,0,SHATW
100,22,OLIVE
25,9,XTREE
25,158,ALVES
25,184,SHATW
25,155,OLIVE
50,61,XTREE
50,38,ALVES
50,33,SHATW
50,24,OLIVE
75,48,XTREE
75,24,ALVES
75,0,SHATW
75,19,OLIVE
100,113,XTREE
100,5,ALVES
100,0,SHATW
100,26,OLIVE
25,9,XTREE
25,164,ALVES
25,183,SHATW
25,156,OLIVE
50,74,XTREE
50,43,ALVES
50,31,SHATW
50,26,OLIVE
75,35,XTREE
75,21,ALVES
75,0,SHATW
75,15,OLIVE
100,114,XTREE
100,3,ALVES
100,0,SHATW
100,24,OLIVE
25,9,XTREE
25,162,ALVES
25,175,SHATW
25,157,OLIVE
50,74,XTREE
50,40,ALVES
50,41,SHATW
50,29,OLIVE
75,35,XTREE
75,18,ALVES
75,0,SHATW
75,14,OLIVE
100,114,XTREE
100,5,ALVES
100,0,SHATW
100,19,OLIVE
25,9,XTREE
25,155,ALVES
25,184,SHATW
25,147,OLIVE
50,74,XTREE
50,37,ALVES
50,31,SHATW
50,28,OLIVE
75,35,XTREE
75,30,ALVES
75,0,SHATW
75,18,OLIVE
100,114,XTREE
100,6,ALVES
100,0,SHATW
100,29,OLIVE
25,9,XTREE
25,162,ALVES
25,183,SHATW
25,143,OLIVE
50,74,XTREE
50,40,ALVES
50,33,SHATW
50,35,OLIVE
75,35,XTREE
75,22,ALVES
75,0,SHATW
75,19,OLIVE
100,114,XTREE
100,6,ALVES
100,0,SHATW
100,25,OLIVE
