Overlap,Num,Method
25,13,XTREE
25,212,ALVES
25,237,SHATW
25,203,OLIVE
50,61,XTREE
50,22,ALVES
50,7,SHATW
50,21,OLIVE
75,70,XTREE
75,6,ALVES
75,0,SHATW
75,13,OLIVE
100,129,XTREE
100,0,ALVES
100,0,SHATW
100,8,OLIVE
25,16,XTREE
25,209,ALVES
25,237,SHATW
25,198,OLIVE
50,61,XTREE
50,24,ALVES
50,9,SHATW
50,26,OLIVE
75,67,XTREE
75,7,ALVES
75,0,SHATW
75,14,OLIVE
100,127,XTREE
100,1,ALVES
100,0,SHATW
100,8,OLIVE
25,13,XTREE
25,217,ALVES
25,237,SHATW
25,200,OLIVE
50,60,XTREE
50,20,ALVES
50,8,SHATW
50,13,OLIVE
75,62,XTREE
75,5,ALVES
75,0,SHATW
75,17,OLIVE
100,131,XTREE
100,1,ALVES
100,0,SHATW
100,13,OLIVE
25,13,XTREE
25,213,ALVES
25,237,SHATW
25,202,OLIVE
50,60,XTREE
50,25,ALVES
50,10,SHATW
50,21,OLIVE
75,63,XTREE
75,3,ALVES
75,0,SHATW
75,16,OLIVE
100,131,XTREE
100,0,ALVES
100,0,SHATW
100,7,OLIVE
25,14,XTREE
25,213,ALVES
25,237,SHATW
25,201,OLIVE
50,59,XTREE
50,22,ALVES
50,7,SHATW
50,19,OLIVE
75,67,XTREE
75,7,ALVES
75,0,SHATW
75,17,OLIVE
100,129,XTREE
100,1,ALVES
100,0,SHATW
100,6,OLIVE
25,14,XTREE
25,208,ALVES
25,237,SHATW
25,199,OLIVE
50,59,XTREE
50,27,ALVES
50,7,SHATW
50,19,OLIVE
75,64,XTREE
75,7,ALVES
75,0,SHATW
75,18,OLIVE
100,130,XTREE
100,1,ALVES
100,0,SHATW
100,9,OLIVE
25,15,XTREE
25,214,ALVES
25,237,SHATW
25,205,OLIVE
50,59,XTREE
50,21,ALVES
50,10,SHATW
50,16,OLIVE
75,64,XTREE
75,7,ALVES
75,0,SHATW
75,12,OLIVE
100,129,XTREE
100,0,ALVES
100,0,SHATW
100,10,OLIVE
25,13,XTREE
25,208,ALVES
25,237,SHATW
25,207,OLIVE
50,63,XTREE
50,27,ALVES
50,5,SHATW
50,20,OLIVE
75,67,XTREE
75,8,ALVES
75,0,SHATW
75,12,OLIVE
100,125,XTREE
100,1,ALVES
100,0,SHATW
100,5,OLIVE
25,14,XTREE
25,214,ALVES
25,237,SHATW
25,203,OLIVE
50,59,XTREE
50,20,ALVES
50,8,SHATW
50,18,OLIVE
75,64,XTREE
75,9,ALVES
75,0,SHATW
75,13,OLIVE
100,130,XTREE
100,1,ALVES
100,0,SHATW
100,10,OLIVE
25,13,XTREE
25,214,ALVES
25,237,SHATW
25,191,OLIVE
50,57,XTREE
50,23,ALVES
50,6,SHATW
50,21,OLIVE
75,70,XTREE
75,6,ALVES
75,0,SHATW
75,19,OLIVE
100,126,XTREE
100,1,ALVES
100,0,SHATW
100,15,OLIVE
