Overlap,Num,Method
25,6,XTREE
25,39,ALVES
25,40,SHATW
25,32,OLIVE
50,21,XTREE
50,2,ALVES
50,1,SHATW
50,9,OLIVE
75,11,XTREE
75,1,ALVES
75,0,SHATW
75,2,OLIVE
100,12,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,6,XTREE
25,39,ALVES
25,40,SHATW
25,36,OLIVE
50,19,XTREE
50,2,ALVES
50,0,SHATW
50,3,OLIVE
75,11,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,12,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
25,6,XTREE
25,39,ALVES
25,40,SHATW
25,34,OLIVE
50,18,XTREE
50,3,ALVES
50,0,SHATW
50,8,OLIVE
75,12,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,12,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,4,XTREE
25,39,ALVES
25,40,SHATW
25,32,OLIVE
50,21,XTREE
50,5,ALVES
50,0,SHATW
50,8,OLIVE
75,11,XTREE
75,1,ALVES
75,0,SHATW
75,1,OLIVE
100,12,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,7,XTREE
25,39,ALVES
25,40,SHATW
25,33,OLIVE
50,19,XTREE
50,1,ALVES
50,0,SHATW
50,5,OLIVE
75,10,XTREE
75,0,ALVES
75,0,SHATW
75,2,OLIVE
100,12,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
25,5,XTREE
25,39,ALVES
25,40,SHATW
25,33,OLIVE
50,21,XTREE
50,5,ALVES
50,0,SHATW
50,5,OLIVE
75,11,XTREE
75,0,ALVES
75,0,SHATW
75,3,OLIVE
100,12,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
25,6,XTREE
25,37,ALVES
25,40,SHATW
25,35,OLIVE
50,18,XTREE
50,3,ALVES
50,0,SHATW
50,2,OLIVE
75,11,XTREE
75,2,ALVES
75,0,SHATW
75,2,OLIVE
100,12,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
25,7,XTREE
25,38,ALVES
25,40,SHATW
25,33,OLIVE
50,19,XTREE
50,2,ALVES
50,1,SHATW
50,8,OLIVE
75,11,XTREE
75,2,ALVES
75,0,SHATW
75,1,OLIVE
100,12,XTREE
100,1,ALVES
100,0,SHATW
100,1,OLIVE
25,5,XTREE
25,37,ALVES
25,40,SHATW
25,31,OLIVE
50,20,XTREE
50,2,ALVES
50,1,SHATW
50,8,OLIVE
75,11,XTREE
75,3,ALVES
75,0,SHATW
75,0,OLIVE
100,12,XTREE
100,1,ALVES
100,0,SHATW
100,2,OLIVE
25,4,XTREE
25,38,ALVES
25,40,SHATW
25,30,OLIVE
50,20,XTREE
50,3,ALVES
50,0,SHATW
50,8,OLIVE
75,11,XTREE
75,1,ALVES
75,0,SHATW
75,2,OLIVE
100,12,XTREE
100,0,ALVES
100,0,SHATW
100,3,OLIVE
