Overlap,Num,Method
25,1,XTREE
25,3,ALVES
25,3,SHATW
25,2,OLIVE
50,1,XTREE
50,0,ALVES
50,0,SHATW
50,1,OLIVE
75,1,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,3,ALVES
25,3,SHATW
25,2,OLIVE
50,1,XTREE
50,0,ALVES
50,0,SHATW
50,1,OLIVE
75,1,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,3,ALVES
25,3,SHATW
25,3,OLIVE
50,1,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,1,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,2,XTREE
25,3,ALVES
25,3,SHATW
25,3,OLIVE
50,1,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,1,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,3,ALVES
25,3,SHATW
25,2,OLIVE
50,1,XTREE
50,0,ALVES
50,0,SHATW
50,1,OLIVE
75,1,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,3,ALVES
25,3,SHATW
25,2,OLIVE
50,1,XTREE
50,0,ALVES
50,0,SHATW
50,1,OLIVE
75,1,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,2,XTREE
25,3,ALVES
25,3,SHATW
25,3,OLIVE
50,0,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,1,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,3,ALVES
25,3,SHATW
25,3,OLIVE
50,1,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,1,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,3,ALVES
25,3,SHATW
25,3,OLIVE
50,1,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,1,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,2,XTREE
25,3,ALVES
25,3,SHATW
25,2,OLIVE
50,1,XTREE
50,0,ALVES
50,0,SHATW
50,1,OLIVE
75,1,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
