Overlap,Num,Method
25,38,XTREE
25,191,ALVES
25,200,SHATW
25,189,OLIVE
50,85,XTREE
50,11,ALVES
50,3,SHATW
50,15,OLIVE
75,37,XTREE
75,2,ALVES
75,0,SHATW
75,3,OLIVE
100,77,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,40,XTREE
25,189,ALVES
25,200,SHATW
25,191,OLIVE
50,86,XTREE
50,12,ALVES
50,1,SHATW
50,14,OLIVE
75,34,XTREE
75,4,ALVES
75,0,SHATW
75,1,OLIVE
100,76,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
25,31,XTREE
25,191,ALVES
25,200,SHATW
25,192,OLIVE
50,88,XTREE
50,10,ALVES
50,2,SHATW
50,10,OLIVE
75,37,XTREE
75,2,ALVES
75,0,SHATW
75,0,OLIVE
100,75,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,39,XTREE
25,193,ALVES
25,200,SHATW
25,193,OLIVE
50,83,XTREE
50,7,ALVES
50,1,SHATW
50,10,OLIVE
75,36,XTREE
75,3,ALVES
75,0,SHATW
75,1,OLIVE
100,76,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,37,XTREE
25,189,ALVES
25,200,SHATW
25,184,OLIVE
50,84,XTREE
50,12,ALVES
50,2,SHATW
50,12,OLIVE
75,37,XTREE
75,3,ALVES
75,0,SHATW
75,3,OLIVE
100,77,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
25,33,XTREE
25,193,ALVES
25,200,SHATW
25,193,OLIVE
50,87,XTREE
50,6,ALVES
50,3,SHATW
50,10,OLIVE
75,38,XTREE
75,2,ALVES
75,0,SHATW
75,0,OLIVE
100,76,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,44,XTREE
25,191,ALVES
25,200,SHATW
25,189,OLIVE
50,81,XTREE
50,11,ALVES
50,1,SHATW
50,14,OLIVE
75,37,XTREE
75,4,ALVES
75,0,SHATW
75,2,OLIVE
100,75,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
25,38,XTREE
25,193,ALVES
25,200,SHATW
25,190,OLIVE
50,83,XTREE
50,10,ALVES
50,2,SHATW
50,10,OLIVE
75,35,XTREE
75,2,ALVES
75,0,SHATW
75,3,OLIVE
100,76,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,32,XTREE
25,195,ALVES
25,200,SHATW
25,188,OLIVE
50,88,XTREE
50,7,ALVES
50,3,SHATW
50,15,OLIVE
75,36,XTREE
75,1,ALVES
75,0,SHATW
75,3,OLIVE
100,76,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
25,41,XTREE
25,193,ALVES
25,199,SHATW
25,188,OLIVE
50,83,XTREE
50,12,ALVES
50,1,SHATW
50,10,OLIVE
75,36,XTREE
75,1,ALVES
75,0,SHATW
75,3,OLIVE
100,75,XTREE
100,0,ALVES
100,0,SHATW
100,3,OLIVE
