$no_asm,$no_8x8dct,$no_cabac,$no_deblock,$no_fast_pskip,$no_mbtree,$no_mixed_refs,$no_weightb,$rc_lookahead,$rc_lookahead_20,$rc_lookahead_40,$rc_lookahead_60,$ref,$ref_1,$ref_5,$ref_9,$<Performance
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,427.243
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,455.68
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,609.2
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,365.04
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,421.113
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,615.093
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,492.13
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,644.357
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,408.683
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,407.99
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,665.293
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,555.613
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,490.473
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,275.523
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,427.793
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,644.157
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,287.087
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,304.967
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,510.21
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,488.773
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,429.643
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,449.383
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,428.263
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,427.06
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,446.68
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,369.68
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,537.153
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,433.0
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,425.247
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,432.143
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,455.493
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,456.74
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,362.037
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,588.673
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,495.49
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,561.79
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,773.437
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,775.81
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,535.707
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,781.163
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,652.483
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,783.783
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,713.577
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,537.113
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,455.72
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,609.887
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,463.31
1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,715.25
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,414.243
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,428.157
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,715.583
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,433.913
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,495.56
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,518.8
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,286.43
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,291.043
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,275.47
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,291.277
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,651.49
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,651.203
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,690.873
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,291.14
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,645.51
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,291.057
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,683.543
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,279.217
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,407.763
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,773.463
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,775.68
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,455.513
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,476.093
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,536.85
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,476.223
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,443.92
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,625.797
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,607.627
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,249.41
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,485.537
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,490.043
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,444.607
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,426.443
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,731.193
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,485.35
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,418.19
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,704.807
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,266.483
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,713.673
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,704.22
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,706.247
1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,705.397
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,509.803
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,734.21
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,809.807
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,266.113
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,279.84
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,743.163
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,266.19
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,629.62
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,299.637
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,310.227
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,252.827
1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,733.777
1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,299.707
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,275.427
1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,706.833
1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,268.397
1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,251.573
1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,262.793
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,261.31
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,249.64
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,291.15
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,260.497
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,254.177
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,260.637
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,291.01
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,268.017
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,310.29
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,286.287
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,310.177
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,244.23
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,275.387
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,299.703
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,310.153
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,259.807
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,506.36
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,295.257
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,310.52
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,299.77
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,615.057
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,615.337
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,291.633
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,608.997
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,275.993
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,279.267
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,249.497
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,275.923
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,279.74
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,491.52
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,645.54
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,610.957
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,683.75
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,279.193
1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,279.753
1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,246.4
1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,268.207
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,252.737
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,295.423
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,263.753
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,295.683
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,279.013
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,706.063
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,607.927
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,252.63
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,607.7
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,609.697
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,575.553
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,581.717
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,581.813
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,449.03
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,510.89
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,492.427
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,369.617
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,263.367
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,269.733
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,279.037
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,247.73
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,299.867
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,299.677
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,299.797
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,310.327
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,279.083
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,310.607
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,279.757
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,253.01
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,264.293
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,263.853
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,745.443
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,291.53
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,712.953
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,652.373
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,257.973
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,247.483
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,257.463
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,287.113
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,272.13
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,271.337
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,257.407
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,286.327
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,497.333
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,263.847
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,254.013
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,286.47
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,263.403
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,279.097
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,271.403
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,561.333
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,305.103
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,671.55
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,295.36
1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,246.2
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,295.41
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,246.237
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,286.28
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,256.34
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,279.903
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,277.563
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,256.32
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,279.247
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,615.06
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,262.51
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,287.063
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,252.78
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,310.673
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,287.053
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,291.587
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,264.38
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,666.687
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,299.89
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,270.09
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,632.827
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,268.397
1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,268.787
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,268.883
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,253.08
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,262.653
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,278.227
1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,251.787
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,263.207
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,275.957
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,276.03
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,263.073
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,268.773
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,261.207
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,254.82
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,260.267
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,260.48
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,491.237
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,244.333
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,295.507
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,266.527
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,266.67
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,627.053
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,259.84
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,266.51
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,269.95
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,299.843
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,266.273
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,295.41
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,299.96
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,299.677
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,665.167
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,299.733
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,445.213
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,380.18
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,429.257
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,446.64
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,381.403
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,509.473
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,575.663
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,616.97
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,611.433
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,645.38
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,576.48
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,611.6
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,509.893
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,493.007
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,365.903
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,493.96
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,295.62
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,247.717
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,383.26
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,380.527
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,631.737
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,511.507
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,627.813
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,507.247
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,629.337
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,269.583
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,617.207
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,263.887
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,604.887
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,279.533
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,731.76
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,731.41
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,493.277
1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,277.813
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,244.39
1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,251.87
1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,687.6
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,687.39
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,680.647
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,492.623
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,780.93
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,492.267
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,485.66
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,423.077
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,543.03
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,487.09
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,442.25
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,519.027
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,414.833
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,543.59
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,494.257
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,562.57
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,545.017
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,482.373
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,414.847
1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,492.307
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,432.667
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,427.753
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,432.757
1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,726.79
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,726.917
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,380.663
1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,616.62
1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,712.917
1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,295.49
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,521.98
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,476.997
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,428.427
