Overlap,Num,Method
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,1,XTREE
25,6,ALVES
25,6,SHATW
25,6,OLIVE
50,3,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,0,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
