Overlap,Num,Method
25,8,XTREE
25,289,ALVES
25,328,SHATW
25,232,OLIVE
50,158,XTREE
50,78,ALVES
50,17,SHATW
50,80,OLIVE
75,45,XTREE
75,18,ALVES
75,0,SHATW
75,23,OLIVE
100,155,XTREE
100,1,ALVES
100,0,SHATW
100,20,OLIVE
25,8,XTREE
25,290,ALVES
25,324,SHATW
25,226,OLIVE
50,159,XTREE
50,80,ALVES
50,25,SHATW
50,85,OLIVE
75,54,XTREE
75,20,ALVES
75,0,SHATW
75,28,OLIVE
100,153,XTREE
100,0,ALVES
100,0,SHATW
100,24,OLIVE
25,9,XTREE
25,297,ALVES
25,323,SHATW
25,237,OLIVE
50,162,XTREE
50,73,ALVES
50,26,SHATW
50,76,OLIVE
75,55,XTREE
75,20,ALVES
75,0,SHATW
75,19,OLIVE
100,148,XTREE
100,1,ALVES
100,0,SHATW
100,22,OLIVE
25,11,XTREE
25,288,ALVES
25,326,SHATW
25,232,OLIVE
50,159,XTREE
50,83,ALVES
50,22,SHATW
50,81,OLIVE
75,51,XTREE
75,23,ALVES
75,0,SHATW
75,16,OLIVE
100,151,XTREE
100,0,ALVES
100,0,SHATW
100,22,OLIVE
25,11,XTREE
25,289,ALVES
25,328,SHATW
25,234,OLIVE
50,163,XTREE
50,72,ALVES
50,21,SHATW
50,85,OLIVE
75,47,XTREE
75,24,ALVES
75,0,SHATW
75,9,OLIVE
100,153,XTREE
100,0,ALVES
100,0,SHATW
100,22,OLIVE
25,10,XTREE
25,293,ALVES
25,323,SHATW
25,233,OLIVE
50,159,XTREE
50,82,ALVES
50,23,SHATW
50,76,OLIVE
75,48,XTREE
75,20,ALVES
75,0,SHATW
75,22,OLIVE
100,150,XTREE
100,0,ALVES
100,0,SHATW
100,26,OLIVE
25,7,XTREE
25,296,ALVES
25,322,SHATW
25,234,OLIVE
50,154,XTREE
50,76,ALVES
50,27,SHATW
50,82,OLIVE
75,51,XTREE
75,20,ALVES
75,0,SHATW
75,20,OLIVE
100,157,XTREE
100,0,ALVES
100,0,SHATW
100,22,OLIVE
25,9,XTREE
25,293,ALVES
25,323,SHATW
25,227,OLIVE
50,159,XTREE
50,79,ALVES
50,25,SHATW
50,84,OLIVE
75,47,XTREE
75,19,ALVES
75,0,SHATW
75,23,OLIVE
100,158,XTREE
100,0,ALVES
100,0,SHATW
100,25,OLIVE
25,10,XTREE
25,295,ALVES
25,318,SHATW
25,230,OLIVE
50,159,XTREE
50,72,ALVES
50,30,SHATW
50,85,OLIVE
75,60,XTREE
75,21,ALVES
75,0,SHATW
75,22,OLIVE
100,151,XTREE
100,1,ALVES
100,0,SHATW
100,20,OLIVE
25,8,XTREE
25,286,ALVES
25,324,SHATW
25,234,OLIVE
50,158,XTREE
50,84,ALVES
50,24,SHATW
50,80,OLIVE
75,46,XTREE
75,22,ALVES
75,0,SHATW
75,20,OLIVE
100,157,XTREE
100,0,ALVES
100,0,SHATW
100,19,OLIVE
