Overlap,Num,Method
25,4,XTREE
25,49,ALVES
25,72,SHATW
25,3,OLIVE
50,134,XTREE
50,36,ALVES
50,15,SHATW
50,71,OLIVE
75,22,XTREE
75,12,ALVES
75,0,SHATW
75,17,OLIVE
100,95,XTREE
100,0,ALVES
100,0,SHATW
100,13,OLIVE
25,4,XTREE
25,45,ALVES
25,88,SHATW
25,1,OLIVE
50,135,XTREE
50,35,ALVES
50,17,SHATW
50,75,OLIVE
75,31,XTREE
75,15,ALVES
75,0,SHATW
75,15,OLIVE
100,85,XTREE
100,0,ALVES
100,0,SHATW
100,17,OLIVE
25,5,XTREE
25,51,ALVES
25,70,SHATW
25,3,OLIVE
50,138,XTREE
50,27,ALVES
50,19,SHATW
50,70,OLIVE
75,36,XTREE
75,16,ALVES
75,0,SHATW
75,12,OLIVE
100,76,XTREE
100,0,ALVES
100,0,SHATW
100,17,OLIVE
25,6,XTREE
25,49,ALVES
25,81,SHATW
25,4,OLIVE
50,134,XTREE
50,36,ALVES
50,15,SHATW
50,73,OLIVE
75,26,XTREE
75,16,ALVES
75,0,SHATW
75,11,OLIVE
100,89,XTREE
100,0,ALVES
100,0,SHATW
100,18,OLIVE
25,6,XTREE
25,39,ALVES
25,72,SHATW
25,3,OLIVE
50,138,XTREE
50,33,ALVES
50,15,SHATW
50,76,OLIVE
75,21,XTREE
75,18,ALVES
75,0,SHATW
75,4,OLIVE
100,90,XTREE
100,0,ALVES
100,0,SHATW
100,21,OLIVE
25,5,XTREE
25,49,ALVES
25,81,SHATW
25,2,OLIVE
50,137,XTREE
50,32,ALVES
50,19,SHATW
50,68,OLIVE
75,27,XTREE
75,12,ALVES
75,0,SHATW
75,16,OLIVE
100,86,XTREE
100,0,ALVES
100,0,SHATW
100,18,OLIVE
25,3,XTREE
25,52,ALVES
25,77,SHATW
25,0,OLIVE
50,130,XTREE
50,27,ALVES
50,20,SHATW
50,73,OLIVE
75,28,XTREE
75,15,ALVES
75,0,SHATW
75,12,OLIVE
100,94,XTREE
100,0,ALVES
100,0,SHATW
100,16,OLIVE
25,5,XTREE
25,58,ALVES
25,76,SHATW
25,2,OLIVE
50,135,XTREE
50,30,ALVES
50,19,SHATW
50,71,OLIVE
75,22,XTREE
75,17,ALVES
75,0,SHATW
75,14,OLIVE
100,93,XTREE
100,0,ALVES
100,0,SHATW
100,17,OLIVE
25,5,XTREE
25,48,ALVES
25,74,SHATW
25,3,OLIVE
50,136,XTREE
50,33,ALVES
50,25,SHATW
50,72,OLIVE
75,37,XTREE
75,15,ALVES
75,0,SHATW
75,13,OLIVE
100,77,XTREE
100,0,ALVES
100,0,SHATW
100,15,OLIVE
25,4,XTREE
25,50,ALVES
25,89,SHATW
25,2,OLIVE
50,134,XTREE
50,36,ALVES
50,19,SHATW
50,73,OLIVE
75,23,XTREE
75,17,ALVES
75,0,SHATW
75,12,OLIVE
100,94,XTREE
100,0,ALVES
100,0,SHATW
100,15,OLIVE
