Overlap,Num,Method
25,85,XTREE
25,722,ALVES
25,770,SHATW
25,705,OLIVE
50,137,XTREE
50,40,ALVES
50,0,SHATW
50,26,OLIVE
75,89,XTREE
75,26,ALVES
75,0,SHATW
75,17,OLIVE
100,505,XTREE
100,2,ALVES
100,0,SHATW
100,32,OLIVE
25,27,XTREE
25,716,ALVES
25,770,SHATW
25,707,OLIVE
50,154,XTREE
50,42,ALVES
50,0,SHATW
50,26,OLIVE
75,105,XTREE
75,34,ALVES
75,0,SHATW
75,15,OLIVE
100,536,XTREE
100,2,ALVES
100,0,SHATW
100,29,OLIVE
25,85,XTREE
25,719,ALVES
25,770,SHATW
25,710,OLIVE
50,137,XTREE
50,31,ALVES
50,0,SHATW
50,30,OLIVE
75,89,XTREE
75,34,ALVES
75,0,SHATW
75,15,OLIVE
100,505,XTREE
100,3,ALVES
100,0,SHATW
100,23,OLIVE
25,29,XTREE
25,716,ALVES
25,770,SHATW
25,705,OLIVE
50,153,XTREE
50,42,ALVES
50,0,SHATW
50,34,OLIVE
75,111,XTREE
75,32,ALVES
75,0,SHATW
75,17,OLIVE
100,536,XTREE
100,2,ALVES
100,0,SHATW
100,25,OLIVE
25,85,XTREE
25,719,ALVES
25,770,SHATW
25,709,OLIVE
50,137,XTREE
50,36,ALVES
50,0,SHATW
50,27,OLIVE
75,89,XTREE
75,34,ALVES
75,0,SHATW
75,19,OLIVE
100,505,XTREE
100,3,ALVES
100,0,SHATW
100,23,OLIVE
25,28,XTREE
25,723,ALVES
25,770,SHATW
25,706,OLIVE
50,152,XTREE
50,32,ALVES
50,0,SHATW
50,31,OLIVE
75,107,XTREE
75,27,ALVES
75,0,SHATW
75,18,OLIVE
100,536,XTREE
100,3,ALVES
100,0,SHATW
100,22,OLIVE
25,27,XTREE
25,723,ALVES
25,770,SHATW
25,710,OLIVE
50,150,XTREE
50,37,ALVES
50,0,SHATW
50,33,OLIVE
75,111,XTREE
75,26,ALVES
75,0,SHATW
75,17,OLIVE
100,538,XTREE
100,1,ALVES
100,0,SHATW
100,22,OLIVE
25,26,XTREE
25,721,ALVES
25,770,SHATW
25,720,OLIVE
50,147,XTREE
50,39,ALVES
50,0,SHATW
50,21,OLIVE
75,113,XTREE
75,26,ALVES
75,0,SHATW
75,15,OLIVE
100,536,XTREE
100,4,ALVES
100,0,SHATW
100,22,OLIVE
25,28,XTREE
25,723,ALVES
25,770,SHATW
25,703,OLIVE
50,153,XTREE
50,37,ALVES
50,0,SHATW
50,33,OLIVE
75,105,XTREE
75,30,ALVES
75,0,SHATW
75,16,OLIVE
100,537,XTREE
100,2,ALVES
100,0,SHATW
100,28,OLIVE
25,27,XTREE
25,723,ALVES
25,770,SHATW
25,710,OLIVE
50,149,XTREE
50,32,ALVES
50,0,SHATW
50,26,OLIVE
75,114,XTREE
75,31,ALVES
75,0,SHATW
75,16,OLIVE
100,536,XTREE
100,1,ALVES
100,0,SHATW
100,27,OLIVE
