Overlap,Num,Method
25,29,XTREE
25,17,ALVES
25,72,SHATW
25,7,OLIVE
50,90,XTREE
50,26,ALVES
50,0,SHATW
50,25,OLIVE
75,52,XTREE
75,31,ALVES
75,0,SHATW
75,10,OLIVE
100,226,XTREE
100,13,ALVES
100,0,SHATW
100,30,OLIVE
25,29,XTREE
25,23,ALVES
25,72,SHATW
25,11,OLIVE
50,90,XTREE
50,21,ALVES
50,0,SHATW
50,24,OLIVE
75,52,XTREE
75,27,ALVES
75,0,SHATW
75,14,OLIVE
100,226,XTREE
100,17,ALVES
100,0,SHATW
100,40,OLIVE
25,29,XTREE
25,16,ALVES
25,74,SHATW
25,10,OLIVE
50,90,XTREE
50,25,ALVES
50,0,SHATW
50,29,OLIVE
75,52,XTREE
75,28,ALVES
75,0,SHATW
75,13,OLIVE
100,226,XTREE
100,22,ALVES
100,0,SHATW
100,30,OLIVE
25,29,XTREE
25,15,ALVES
25,73,SHATW
25,9,OLIVE
50,90,XTREE
50,20,ALVES
50,0,SHATW
50,31,OLIVE
75,52,XTREE
75,27,ALVES
75,0,SHATW
75,9,OLIVE
100,226,XTREE
100,13,ALVES
100,0,SHATW
100,35,OLIVE
25,29,XTREE
25,20,ALVES
25,70,SHATW
25,8,OLIVE
50,90,XTREE
50,18,ALVES
50,0,SHATW
50,25,OLIVE
75,52,XTREE
75,30,ALVES
75,0,SHATW
75,6,OLIVE
100,226,XTREE
100,22,ALVES
100,0,SHATW
100,43,OLIVE
25,29,XTREE
25,15,ALVES
25,80,SHATW
25,10,OLIVE
50,90,XTREE
50,24,ALVES
50,0,SHATW
50,23,OLIVE
75,52,XTREE
75,27,ALVES
75,0,SHATW
75,14,OLIVE
100,226,XTREE
100,23,ALVES
100,0,SHATW
100,30,OLIVE
25,29,XTREE
25,20,ALVES
25,74,SHATW
25,6,OLIVE
50,90,XTREE
50,22,ALVES
50,0,SHATW
50,24,OLIVE
75,52,XTREE
75,26,ALVES
75,0,SHATW
75,9,OLIVE
100,226,XTREE
100,22,ALVES
100,0,SHATW
100,41,OLIVE
25,29,XTREE
25,20,ALVES
25,80,SHATW
25,10,OLIVE
50,90,XTREE
50,26,ALVES
50,0,SHATW
50,24,OLIVE
75,52,XTREE
75,27,ALVES
75,0,SHATW
75,11,OLIVE
100,226,XTREE
100,14,ALVES
100,0,SHATW
100,37,OLIVE
25,29,XTREE
25,11,ALVES
25,84,SHATW
25,6,OLIVE
50,90,XTREE
50,25,ALVES
50,0,SHATW
50,22,OLIVE
75,52,XTREE
75,27,ALVES
75,0,SHATW
75,14,OLIVE
100,226,XTREE
100,14,ALVES
100,0,SHATW
100,49,OLIVE
25,29,XTREE
25,15,ALVES
25,85,SHATW
25,12,OLIVE
50,90,XTREE
50,20,ALVES
50,0,SHATW
50,26,OLIVE
75,52,XTREE
75,32,ALVES
75,0,SHATW
75,7,OLIVE
100,226,XTREE
100,18,ALVES
100,0,SHATW
100,45,OLIVE
