Overlap,Num,Method
25,119,XTREE
25,436,ALVES
25,513,SHATW
25,439,OLIVE
50,115,XTREE
50,40,ALVES
50,0,SHATW
50,34,OLIVE
75,70,XTREE
75,38,ALVES
75,0,SHATW
75,18,OLIVE
100,248,XTREE
100,20,ALVES
100,0,SHATW
100,35,OLIVE
25,119,XTREE
25,443,ALVES
25,513,SHATW
25,427,OLIVE
50,115,XTREE
50,31,ALVES
50,0,SHATW
50,37,OLIVE
75,70,XTREE
75,33,ALVES
75,0,SHATW
75,19,OLIVE
100,248,XTREE
100,23,ALVES
100,0,SHATW
100,45,OLIVE
25,119,XTREE
25,432,ALVES
25,513,SHATW
25,434,OLIVE
50,115,XTREE
50,36,ALVES
50,0,SHATW
50,37,OLIVE
75,70,XTREE
75,33,ALVES
75,0,SHATW
75,17,OLIVE
100,248,XTREE
100,29,ALVES
100,0,SHATW
100,35,OLIVE
25,119,XTREE
25,447,ALVES
25,513,SHATW
25,433,OLIVE
50,115,XTREE
50,30,ALVES
50,0,SHATW
50,37,OLIVE
75,70,XTREE
75,32,ALVES
75,0,SHATW
75,15,OLIVE
100,248,XTREE
100,17,ALVES
100,0,SHATW
100,40,OLIVE
25,119,XTREE
25,434,ALVES
25,513,SHATW
25,434,OLIVE
50,115,XTREE
50,31,ALVES
50,0,SHATW
50,32,OLIVE
75,70,XTREE
75,37,ALVES
75,0,SHATW
75,10,OLIVE
100,248,XTREE
100,27,ALVES
100,0,SHATW
100,47,OLIVE
25,119,XTREE
25,434,ALVES
25,513,SHATW
25,438,OLIVE
50,115,XTREE
50,33,ALVES
50,0,SHATW
50,36,OLIVE
75,70,XTREE
75,35,ALVES
75,0,SHATW
75,20,OLIVE
100,248,XTREE
100,26,ALVES
100,0,SHATW
100,34,OLIVE
25,119,XTREE
25,436,ALVES
25,513,SHATW
25,431,OLIVE
50,115,XTREE
50,34,ALVES
50,0,SHATW
50,32,OLIVE
75,70,XTREE
75,29,ALVES
75,0,SHATW
75,14,OLIVE
100,248,XTREE
100,30,ALVES
100,0,SHATW
100,45,OLIVE
25,119,XTREE
25,439,ALVES
25,513,SHATW
25,430,OLIVE
50,115,XTREE
50,38,ALVES
50,0,SHATW
50,37,OLIVE
75,70,XTREE
75,35,ALVES
75,0,SHATW
75,18,OLIVE
100,248,XTREE
100,16,ALVES
100,0,SHATW
100,44,OLIVE
25,119,XTREE
25,441,ALVES
25,513,SHATW
25,417,OLIVE
50,115,XTREE
50,36,ALVES
50,0,SHATW
50,30,OLIVE
75,70,XTREE
75,32,ALVES
75,0,SHATW
75,20,OLIVE
100,248,XTREE
100,20,ALVES
100,0,SHATW
100,54,OLIVE
25,119,XTREE
25,436,ALVES
25,513,SHATW
25,431,OLIVE
50,115,XTREE
50,30,ALVES
50,0,SHATW
50,37,OLIVE
75,70,XTREE
75,36,ALVES
75,0,SHATW
75,12,OLIVE
100,248,XTREE
100,23,ALVES
100,0,SHATW
100,48,OLIVE
