Overlap,Num,Method
25,2,XTREE
25,99,ALVES
25,112,SHATW
25,96,OLIVE
50,28,XTREE
50,12,ALVES
50,0,SHATW
50,11,OLIVE
75,19,XTREE
75,5,ALVES
75,0,SHATW
75,2,OLIVE
100,76,XTREE
100,0,ALVES
100,0,SHATW
100,6,OLIVE
25,2,XTREE
25,103,ALVES
25,112,SHATW
25,96,OLIVE
50,28,XTREE
50,8,ALVES
50,0,SHATW
50,7,OLIVE
75,18,XTREE
75,4,ALVES
75,0,SHATW
75,3,OLIVE
100,76,XTREE
100,0,ALVES
100,0,SHATW
100,7,OLIVE
25,3,XTREE
25,105,ALVES
25,112,SHATW
25,93,OLIVE
50,28,XTREE
50,9,ALVES
50,0,SHATW
50,11,OLIVE
75,19,XTREE
75,4,ALVES
75,0,SHATW
75,5,OLIVE
100,75,XTREE
100,0,ALVES
100,0,SHATW
100,7,OLIVE
25,3,XTREE
25,104,ALVES
25,112,SHATW
25,95,OLIVE
50,28,XTREE
50,8,ALVES
50,0,SHATW
50,11,OLIVE
75,20,XTREE
75,4,ALVES
75,0,SHATW
75,5,OLIVE
100,74,XTREE
100,0,ALVES
100,0,SHATW
100,5,OLIVE
25,12,XTREE
25,107,ALVES
25,112,SHATW
25,99,OLIVE
50,24,XTREE
50,8,ALVES
50,0,SHATW
50,10,OLIVE
75,15,XTREE
75,3,ALVES
75,0,SHATW
75,3,OLIVE
100,72,XTREE
100,0,ALVES
100,0,SHATW
100,4,OLIVE
25,2,XTREE
25,104,ALVES
25,112,SHATW
25,98,OLIVE
50,28,XTREE
50,13,ALVES
50,0,SHATW
50,10,OLIVE
75,22,XTREE
75,3,ALVES
75,0,SHATW
75,5,OLIVE
100,75,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
25,3,XTREE
25,103,ALVES
25,112,SHATW
25,94,OLIVE
50,28,XTREE
50,8,ALVES
50,0,SHATW
50,12,OLIVE
75,20,XTREE
75,3,ALVES
75,0,SHATW
75,3,OLIVE
100,75,XTREE
100,0,ALVES
100,0,SHATW
100,5,OLIVE
25,12,XTREE
25,106,ALVES
25,112,SHATW
25,98,OLIVE
50,24,XTREE
50,10,ALVES
50,0,SHATW
50,10,OLIVE
75,15,XTREE
75,2,ALVES
75,0,SHATW
75,3,OLIVE
100,72,XTREE
100,0,ALVES
100,0,SHATW
100,5,OLIVE
25,2,XTREE
25,103,ALVES
25,112,SHATW
25,98,OLIVE
50,28,XTREE
50,10,ALVES
50,0,SHATW
50,7,OLIVE
75,20,XTREE
75,4,ALVES
75,0,SHATW
75,3,OLIVE
100,74,XTREE
100,0,ALVES
100,0,SHATW
100,7,OLIVE
25,12,XTREE
25,103,ALVES
25,112,SHATW
25,92,OLIVE
50,24,XTREE
50,9,ALVES
50,0,SHATW
50,13,OLIVE
75,15,XTREE
75,5,ALVES
75,0,SHATW
75,6,OLIVE
100,72,XTREE
100,0,ALVES
100,0,SHATW
100,6,OLIVE
25,2,XTREE
25,106,ALVES
25,112,SHATW
25,95,OLIVE
50,28,XTREE
50,7,ALVES
50,0,SHATW
50,10,OLIVE
75,20,XTREE
75,3,ALVES
75,0,SHATW
75,4,OLIVE
100,76,XTREE
100,0,ALVES
100,0,SHATW
100,7,OLIVE
25,2,XTREE
25,101,ALVES
25,112,SHATW
25,103,OLIVE
50,28,XTREE
50,14,ALVES
50,0,SHATW
50,5,OLIVE
75,20,XTREE
75,5,ALVES
75,0,SHATW
75,0,OLIVE
100,75,XTREE
100,0,ALVES
100,0,SHATW
100,4,OLIVE
25,2,XTREE
25,105,ALVES
25,112,SHATW
25,101,OLIVE
50,28,XTREE
50,9,ALVES
50,0,SHATW
50,7,OLIVE
75,18,XTREE
75,2,ALVES
75,0,SHATW
75,1,OLIVE
100,75,XTREE
100,0,ALVES
100,0,SHATW
100,5,OLIVE
25,3,XTREE
25,104,ALVES
25,112,SHATW
25,101,OLIVE
50,28,XTREE
50,8,ALVES
50,0,SHATW
50,7,OLIVE
75,19,XTREE
75,3,ALVES
75,0,SHATW
75,2,OLIVE
100,76,XTREE
100,0,ALVES
100,0,SHATW
100,3,OLIVE
25,12,XTREE
25,100,ALVES
25,112,SHATW
25,98,OLIVE
50,24,XTREE
50,14,ALVES
50,0,SHATW
50,10,OLIVE
75,15,XTREE
75,4,ALVES
75,0,SHATW
75,2,OLIVE
100,72,XTREE
100,0,ALVES
100,0,SHATW
100,5,OLIVE
25,3,XTREE
25,101,ALVES
25,112,SHATW
25,95,OLIVE
50,28,XTREE
50,11,ALVES
50,0,SHATW
50,11,OLIVE
75,19,XTREE
75,6,ALVES
75,0,SHATW
75,2,OLIVE
100,76,XTREE
100,0,ALVES
100,0,SHATW
100,6,OLIVE
25,4,XTREE
25,103,ALVES
25,112,SHATW
25,97,OLIVE
50,29,XTREE
50,10,ALVES
50,0,SHATW
50,10,OLIVE
75,21,XTREE
75,4,ALVES
75,0,SHATW
75,4,OLIVE
100,75,XTREE
100,0,ALVES
100,0,SHATW
100,4,OLIVE
25,2,XTREE
25,106,ALVES
25,112,SHATW
25,97,OLIVE
50,28,XTREE
50,8,ALVES
50,0,SHATW
50,10,OLIVE
75,18,XTREE
75,3,ALVES
75,0,SHATW
75,4,OLIVE
100,75,XTREE
100,0,ALVES
100,0,SHATW
100,4,OLIVE
25,2,XTREE
25,103,ALVES
25,112,SHATW
25,101,OLIVE
50,28,XTREE
50,8,ALVES
50,0,SHATW
50,7,OLIVE
75,20,XTREE
75,5,ALVES
75,0,SHATW
75,4,OLIVE
100,76,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
25,12,XTREE
25,103,ALVES
25,112,SHATW
25,102,OLIVE
50,24,XTREE
50,11,ALVES
50,0,SHATW
50,6,OLIVE
75,15,XTREE
75,3,ALVES
75,0,SHATW
75,3,OLIVE
100,72,XTREE
100,0,ALVES
100,0,SHATW
100,4,OLIVE
