Overlap,Num,Method
25,2,XTREE
25,139,ALVES
25,187,SHATW
25,124,OLIVE
50,31,XTREE
50,31,ALVES
50,26,SHATW
50,13,OLIVE
75,39,XTREE
75,22,ALVES
75,0,SHATW
75,20,OLIVE
100,131,XTREE
100,10,ALVES
100,0,SHATW
100,38,OLIVE
25,49,XTREE
25,143,ALVES
25,187,SHATW
25,119,OLIVE
50,25,XTREE
50,33,ALVES
50,26,SHATW
50,14,OLIVE
75,36,XTREE
75,23,ALVES
75,0,SHATW
75,18,OLIVE
100,91,XTREE
100,5,ALVES
100,0,SHATW
100,43,OLIVE
25,2,XTREE
25,135,ALVES
25,187,SHATW
25,131,OLIVE
50,31,XTREE
50,34,ALVES
50,27,SHATW
50,20,OLIVE
75,46,XTREE
75,27,ALVES
75,0,SHATW
75,13,OLIVE
100,129,XTREE
100,6,ALVES
100,0,SHATW
100,29,OLIVE
25,2,XTREE
25,143,ALVES
25,187,SHATW
25,133,OLIVE
50,31,XTREE
50,33,ALVES
50,23,SHATW
50,15,OLIVE
75,51,XTREE
75,18,ALVES
75,0,SHATW
75,20,OLIVE
100,123,XTREE
100,5,ALVES
100,0,SHATW
100,27,OLIVE
25,2,XTREE
25,134,ALVES
25,187,SHATW
25,131,OLIVE
50,29,XTREE
50,35,ALVES
50,23,SHATW
50,14,OLIVE
75,57,XTREE
75,25,ALVES
75,0,SHATW
75,17,OLIVE
100,126,XTREE
100,8,ALVES
100,0,SHATW
100,35,OLIVE
25,2,XTREE
25,143,ALVES
25,187,SHATW
25,127,OLIVE
50,31,XTREE
50,31,ALVES
50,21,SHATW
50,16,OLIVE
75,47,XTREE
75,20,ALVES
75,0,SHATW
75,24,OLIVE
100,129,XTREE
100,6,ALVES
100,0,SHATW
100,32,OLIVE
25,2,XTREE
25,133,ALVES
25,187,SHATW
25,135,OLIVE
50,31,XTREE
50,36,ALVES
50,25,SHATW
50,14,OLIVE
75,48,XTREE
75,27,ALVES
75,0,SHATW
75,17,OLIVE
100,129,XTREE
100,8,ALVES
100,0,SHATW
100,27,OLIVE
25,2,XTREE
25,137,ALVES
25,187,SHATW
25,121,OLIVE
50,31,XTREE
50,29,ALVES
50,18,SHATW
50,16,OLIVE
75,40,XTREE
75,21,ALVES
75,0,SHATW
75,20,OLIVE
100,131,XTREE
100,10,ALVES
100,0,SHATW
100,39,OLIVE
25,58,XTREE
25,137,ALVES
25,187,SHATW
25,124,OLIVE
50,25,XTREE
50,27,ALVES
50,23,SHATW
50,18,OLIVE
75,35,XTREE
75,22,ALVES
75,0,SHATW
75,17,OLIVE
100,82,XTREE
100,8,ALVES
100,0,SHATW
100,36,OLIVE
25,2,XTREE
25,142,ALVES
25,187,SHATW
25,129,OLIVE
50,31,XTREE
50,33,ALVES
50,22,SHATW
50,14,OLIVE
75,48,XTREE
75,25,ALVES
75,0,SHATW
75,16,OLIVE
100,126,XTREE
100,5,ALVES
100,0,SHATW
100,35,OLIVE
