Overlap,Num,Method
25,0,XTREE
25,16,ALVES
25,21,SHATW
25,15,OLIVE
50,4,XTREE
50,2,ALVES
50,3,SHATW
50,1,OLIVE
75,4,XTREE
75,4,ALVES
75,0,SHATW
75,2,OLIVE
100,15,XTREE
100,0,ALVES
100,0,SHATW
100,4,OLIVE
25,0,XTREE
25,15,ALVES
25,21,SHATW
25,12,OLIVE
50,4,XTREE
50,3,ALVES
50,5,SHATW
50,3,OLIVE
75,5,XTREE
75,4,ALVES
75,0,SHATW
75,1,OLIVE
100,15,XTREE
100,1,ALVES
100,0,SHATW
100,5,OLIVE
25,0,XTREE
25,16,ALVES
25,21,SHATW
25,12,OLIVE
50,4,XTREE
50,1,ALVES
50,4,SHATW
50,4,OLIVE
75,3,XTREE
75,4,ALVES
75,0,SHATW
75,1,OLIVE
100,16,XTREE
100,1,ALVES
100,0,SHATW
100,5,OLIVE
25,0,XTREE
25,13,ALVES
25,21,SHATW
25,16,OLIVE
50,4,XTREE
50,1,ALVES
50,3,SHATW
50,2,OLIVE
75,4,XTREE
75,7,ALVES
75,0,SHATW
75,0,OLIVE
100,16,XTREE
100,1,ALVES
100,0,SHATW
100,3,OLIVE
25,0,XTREE
25,12,ALVES
25,21,SHATW
25,14,OLIVE
50,4,XTREE
50,2,ALVES
50,4,SHATW
50,2,OLIVE
75,5,XTREE
75,6,ALVES
75,0,SHATW
75,1,OLIVE
100,16,XTREE
100,2,ALVES
100,0,SHATW
100,4,OLIVE
25,0,XTREE
25,18,ALVES
25,21,SHATW
25,14,OLIVE
50,4,XTREE
50,0,ALVES
50,4,SHATW
50,2,OLIVE
75,4,XTREE
75,3,ALVES
75,0,SHATW
75,1,OLIVE
100,15,XTREE
100,0,ALVES
100,0,SHATW
100,5,OLIVE
25,0,XTREE
25,14,ALVES
25,21,SHATW
25,15,OLIVE
50,4,XTREE
50,2,ALVES
50,3,SHATW
50,2,OLIVE
75,3,XTREE
75,5,ALVES
75,0,SHATW
75,1,OLIVE
100,16,XTREE
100,1,ALVES
100,0,SHATW
100,3,OLIVE
25,0,XTREE
25,14,ALVES
25,21,SHATW
25,14,OLIVE
50,4,XTREE
50,2,ALVES
50,3,SHATW
50,2,OLIVE
75,3,XTREE
75,5,ALVES
75,0,SHATW
75,1,OLIVE
100,16,XTREE
100,1,ALVES
100,0,SHATW
100,4,OLIVE
25,0,XTREE
25,19,ALVES
25,21,SHATW
25,17,OLIVE
50,4,XTREE
50,0,ALVES
50,5,SHATW
50,1,OLIVE
75,3,XTREE
75,2,ALVES
75,0,SHATW
75,1,OLIVE
100,15,XTREE
100,1,ALVES
100,0,SHATW
100,2,OLIVE
25,0,XTREE
25,19,ALVES
25,21,SHATW
25,15,OLIVE
50,4,XTREE
50,0,ALVES
50,4,SHATW
50,2,OLIVE
75,3,XTREE
75,2,ALVES
75,0,SHATW
75,2,OLIVE
100,16,XTREE
100,0,ALVES
100,0,SHATW
100,3,OLIVE
25,8,XTREE
25,17,ALVES
