Overlap,Num,Method
25,7,XTREE
25,539,ALVES
25,690,SHATW
25,518,OLIVE
50,102,XTREE
50,60,ALVES
50,100,SHATW
50,31,OLIVE
75,98,XTREE
75,97,ALVES
75,0,SHATW
75,34,OLIVE
100,525,XTREE
100,32,ALVES
100,0,SHATW
100,122,OLIVE
25,11,XTREE
25,539,ALVES
25,690,SHATW
25,508,OLIVE
50,106,XTREE
50,56,ALVES
50,113,SHATW
50,31,OLIVE
75,93,XTREE
75,100,ALVES
75,0,SHATW
75,36,OLIVE
100,518,XTREE
100,38,ALVES
100,0,SHATW
100,132,OLIVE
25,8,XTREE
25,528,ALVES
25,690,SHATW
25,517,OLIVE
50,103,XTREE
50,61,ALVES
50,99,SHATW
50,32,OLIVE
75,99,XTREE
75,109,ALVES
75,0,SHATW
75,36,OLIVE
100,526,XTREE
100,34,ALVES
100,0,SHATW
100,119,OLIVE
25,9,XTREE
25,539,ALVES
25,690,SHATW
25,528,OLIVE
50,101,XTREE
50,60,ALVES
50,87,SHATW
50,28,OLIVE
75,91,XTREE
75,99,ALVES
75,0,SHATW
75,37,OLIVE
100,526,XTREE
100,35,ALVES
100,0,SHATW
100,112,OLIVE
25,8,XTREE
25,537,ALVES
25,690,SHATW
25,532,OLIVE
50,107,XTREE
50,66,ALVES
50,99,SHATW
50,25,OLIVE
75,91,XTREE
75,100,ALVES
75,0,SHATW
75,32,OLIVE
100,521,XTREE
100,31,ALVES
100,0,SHATW
100,117,OLIVE
25,8,XTREE
25,531,ALVES
25,690,SHATW
25,527,OLIVE
50,103,XTREE
50,62,ALVES
50,86,SHATW
50,29,OLIVE
75,98,XTREE
75,105,ALVES
75,0,SHATW
75,31,OLIVE
100,522,XTREE
100,32,ALVES
100,0,SHATW
100,121,OLIVE
25,10,XTREE
25,537,ALVES
25,690,SHATW
25,527,OLIVE
50,102,XTREE
50,57,ALVES
50,82,SHATW
50,27,OLIVE
75,91,XTREE
75,106,ALVES
75,0,SHATW
75,35,OLIVE
100,531,XTREE
100,32,ALVES
100,0,SHATW
100,114,OLIVE
25,14,XTREE
25,524,ALVES
25,690,SHATW
25,538,OLIVE
50,105,XTREE
50,59,ALVES
50,89,SHATW
50,32,OLIVE
75,137,XTREE
75,117,ALVES
75,0,SHATW
75,26,OLIVE
100,491,XTREE
100,29,ALVES
100,0,SHATW
100,108,OLIVE
25,8,XTREE
25,515,ALVES
25,690,SHATW
25,539,OLIVE
50,102,XTREE
50,66,ALVES
50,95,SHATW
50,27,OLIVE
75,99,XTREE
75,116,ALVES
75,0,SHATW
75,34,OLIVE
100,524,XTREE
100,34,ALVES
100,0,SHATW
100,103,OLIVE
25,11,XTREE
25,534,ALVES
25,690,SHATW
25,531,OLIVE
50,102,XTREE
50,66,ALVES
50,99,SHATW
50,27,OLIVE
75,90,XTREE
75,99,ALVES
75,0,SHATW
75,35,OLIVE
100,523,XTREE
100,26,ALVES
100,0,SHATW
100,110,OLIVE
