Overlap,Num,Method
25,3,XTREE
25,601,ALVES
25,773,SHATW
25,593,OLIVE
50,105,XTREE
50,96,ALVES
50,31,SHATW
50,31,OLIVE
75,278,XTREE
75,109,ALVES
75,0,SHATW
75,83,OLIVE
100,494,XTREE
100,12,ALVES
100,0,SHATW
100,84,OLIVE
25,0,XTREE
25,611,ALVES
25,773,SHATW
25,594,OLIVE
50,66,XTREE
50,86,ALVES
50,29,SHATW
50,22,OLIVE
75,222,XTREE
75,106,ALVES
75,0,SHATW
75,90,OLIVE
100,545,XTREE
100,16,ALVES
100,0,SHATW
100,86,OLIVE
25,0,XTREE
25,611,ALVES
25,773,SHATW
25,586,OLIVE
50,69,XTREE
50,81,ALVES
50,30,SHATW
50,23,OLIVE
75,235,XTREE
75,106,ALVES
75,0,SHATW
75,87,OLIVE
100,543,XTREE
100,13,ALVES
100,0,SHATW
100,94,OLIVE
25,0,XTREE
25,601,ALVES
25,773,SHATW
25,572,OLIVE
50,121,XTREE
50,105,ALVES
50,30,SHATW
50,32,OLIVE
75,245,XTREE
75,98,ALVES
75,0,SHATW
75,98,OLIVE
100,516,XTREE
100,11,ALVES
100,0,SHATW
100,92,OLIVE
25,2,XTREE
25,599,ALVES
25,773,SHATW
25,591,OLIVE
50,99,XTREE
50,99,ALVES
50,33,SHATW
50,34,OLIVE
75,260,XTREE
75,105,ALVES
75,0,SHATW
75,80,OLIVE
100,520,XTREE
100,11,ALVES
100,0,SHATW
100,93,OLIVE
25,2,XTREE
25,606,ALVES
25,773,SHATW
25,605,OLIVE
50,68,XTREE
50,93,ALVES
50,33,SHATW
50,25,OLIVE
75,214,XTREE
75,107,ALVES
75,0,SHATW
75,89,OLIVE
100,542,XTREE
100,14,ALVES
100,0,SHATW
100,78,OLIVE
25,4,XTREE
25,613,ALVES
25,773,SHATW
25,584,OLIVE
50,118,XTREE
50,98,ALVES
50,34,SHATW
50,27,OLIVE
75,258,XTREE
75,88,ALVES
75,0,SHATW
75,101,OLIVE
100,513,XTREE
100,10,ALVES
100,0,SHATW
100,85,OLIVE
25,2,XTREE
25,609,ALVES
25,773,SHATW
25,595,OLIVE
50,70,XTREE
50,97,ALVES
50,29,SHATW
50,26,OLIVE
75,234,XTREE
75,100,ALVES
75,0,SHATW
75,98,OLIVE
100,539,XTREE
100,11,ALVES
100,0,SHATW
100,72,OLIVE
25,1,XTREE
25,615,ALVES
25,773,SHATW
25,600,OLIVE
50,72,XTREE
50,93,ALVES
50,36,SHATW
50,24,OLIVE
75,254,XTREE
75,97,ALVES
75,0,SHATW
75,88,OLIVE
100,519,XTREE
100,10,ALVES
100,0,SHATW
100,84,OLIVE
25,2,XTREE
25,615,ALVES
25,773,SHATW
25,603,OLIVE
50,70,XTREE
50,82,ALVES
50,27,SHATW
50,20,OLIVE
75,230,XTREE
75,102,ALVES
75,0,SHATW
75,86,OLIVE
100,535,XTREE
100,14,ALVES
100,0,SHATW
100,83,OLIVE
