Overlap,Num,Method
25,0,XTREE
25,263,ALVES
25,282,SHATW
25,268,OLIVE
50,8,XTREE
50,4,ALVES
50,9,SHATW
50,1,OLIVE
75,7,XTREE
75,14,ALVES
75,0,SHATW
75,1,OLIVE
100,270,XTREE
100,3,ALVES
100,0,SHATW
100,13,OLIVE
25,1,XTREE
25,267,ALVES
25,282,SHATW
25,268,OLIVE
50,8,XTREE
50,4,ALVES
50,13,SHATW
50,2,OLIVE
75,9,XTREE
75,10,ALVES
75,0,SHATW
75,2,OLIVE
100,268,XTREE
100,3,ALVES
100,0,SHATW
100,11,OLIVE
25,1,XTREE
25,263,ALVES
25,282,SHATW
25,266,OLIVE
50,8,XTREE
50,5,ALVES
50,7,SHATW
50,2,OLIVE
75,6,XTREE
75,14,ALVES
75,0,SHATW
75,2,OLIVE
100,269,XTREE
100,2,ALVES
100,0,SHATW
100,14,OLIVE
25,1,XTREE
25,263,ALVES
25,282,SHATW
25,267,OLIVE
50,8,XTREE
50,3,ALVES
50,9,SHATW
50,2,OLIVE
75,9,XTREE
75,16,ALVES
75,0,SHATW
75,2,OLIVE
100,267,XTREE
100,2,ALVES
100,0,SHATW
100,12,OLIVE
25,0,XTREE
25,270,ALVES
25,282,SHATW
25,267,OLIVE
50,8,XTREE
50,4,ALVES
50,8,SHATW
50,3,OLIVE
75,7,XTREE
75,8,ALVES
75,0,SHATW
75,1,OLIVE
100,269,XTREE
100,1,ALVES
100,0,SHATW
100,12,OLIVE
25,1,XTREE
25,263,ALVES
25,282,SHATW
25,265,OLIVE
50,8,XTREE
50,3,ALVES
50,11,SHATW
50,3,OLIVE
75,8,XTREE
75,15,ALVES
75,0,SHATW
75,3,OLIVE
100,268,XTREE
100,3,ALVES
100,0,SHATW
100,13,OLIVE
25,1,XTREE
25,264,ALVES
25,282,SHATW
25,265,OLIVE
50,8,XTREE
50,5,ALVES
50,9,SHATW
50,3,OLIVE
75,6,XTREE
75,13,ALVES
75,0,SHATW
75,2,OLIVE
100,269,XTREE
100,2,ALVES
100,0,SHATW
100,13,OLIVE
25,1,XTREE
25,264,ALVES
25,282,SHATW
25,264,OLIVE
50,7,XTREE
50,5,ALVES
50,4,SHATW
50,2,OLIVE
75,9,XTREE
75,12,ALVES
75,0,SHATW
75,4,OLIVE
100,269,XTREE
100,4,ALVES
100,0,SHATW
100,15,OLIVE
25,1,XTREE
25,266,ALVES
25,282,SHATW
25,267,OLIVE
50,8,XTREE
50,4,ALVES
50,13,SHATW
50,2,OLIVE
75,14,XTREE
75,11,ALVES
75,0,SHATW
75,0,OLIVE
100,266,XTREE
100,3,ALVES
100,0,SHATW
100,13,OLIVE
25,1,XTREE
25,262,ALVES
25,282,SHATW
25,265,OLIVE
50,8,XTREE
50,4,ALVES
50,3,SHATW
50,1,OLIVE
75,10,XTREE
75,15,ALVES
75,0,SHATW
75,1,OLIVE
100,269,XTREE
100,4,ALVES
100,0,SHATW
100,16,OLIVE
