Overlap,Num,Method
25,8,XTREE
25,147,ALVES
25,204,SHATW
25,150,OLIVE
50,71,XTREE
50,50,ALVES
50,10,SHATW
50,39,OLIVE
75,55,XTREE
75,15,ALVES
75,0,SHATW
75,20,OLIVE
100,100,XTREE
100,3,ALVES
100,0,SHATW
100,11,OLIVE
25,8,XTREE
25,146,ALVES
25,204,SHATW
25,153,OLIVE
50,84,XTREE
50,45,ALVES
50,6,SHATW
50,36,OLIVE
75,31,XTREE
75,16,ALVES
75,0,SHATW
75,18,OLIVE
100,102,XTREE
100,3,ALVES
100,0,SHATW
100,12,OLIVE
25,9,XTREE
25,136,ALVES
25,204,SHATW
25,148,OLIVE
50,88,XTREE
50,53,ALVES
50,8,SHATW
50,36,OLIVE
75,45,XTREE
75,21,ALVES
75,0,SHATW
75,24,OLIVE
100,104,XTREE
100,4,ALVES
100,0,SHATW
100,11,OLIVE
25,8,XTREE
25,139,ALVES
25,204,SHATW
25,134,OLIVE
50,91,XTREE
50,51,ALVES
50,8,SHATW
50,48,OLIVE
75,29,XTREE
75,19,ALVES
75,0,SHATW
75,28,OLIVE
100,101,XTREE
100,5,ALVES
100,0,SHATW
100,15,OLIVE
25,8,XTREE
25,150,ALVES
25,204,SHATW
25,137,OLIVE
50,92,XTREE
50,47,ALVES
50,4,SHATW
50,51,OLIVE
75,20,XTREE
75,16,ALVES
75,0,SHATW
75,26,OLIVE
100,102,XTREE
100,2,ALVES
100,0,SHATW
100,12,OLIVE
25,8,XTREE
25,157,ALVES
25,204,SHATW
25,149,OLIVE
50,92,XTREE
50,38,ALVES
50,8,SHATW
50,40,OLIVE
75,42,XTREE
75,15,ALVES
75,0,SHATW
75,23,OLIVE
100,103,XTREE
100,3,ALVES
100,0,SHATW
100,11,OLIVE
25,8,XTREE
25,152,ALVES
25,204,SHATW
25,142,OLIVE
50,92,XTREE
50,41,ALVES
50,7,SHATW
50,43,OLIVE
75,42,XTREE
75,15,ALVES
75,0,SHATW
75,26,OLIVE
100,103,XTREE
100,4,ALVES
100,0,SHATW
100,9,OLIVE
25,8,XTREE
25,145,ALVES
25,204,SHATW
25,138,OLIVE
50,90,XTREE
50,51,ALVES
50,7,SHATW
50,46,OLIVE
75,45,XTREE
75,15,ALVES
75,0,SHATW
75,24,OLIVE
100,99,XTREE
100,4,ALVES
100,0,SHATW
100,17,OLIVE
25,8,XTREE
25,142,ALVES
25,204,SHATW
25,147,OLIVE
50,96,XTREE
50,51,ALVES
50,6,SHATW
50,39,OLIVE
75,21,XTREE
75,16,ALVES
75,0,SHATW
75,20,OLIVE
100,99,XTREE
100,5,ALVES
100,0,SHATW
100,14,OLIVE
25,8,XTREE
25,135,ALVES
25,204,SHATW
25,148,OLIVE
50,86,XTREE
50,58,ALVES
50,6,SHATW
50,39,OLIVE
75,52,XTREE
75,15,ALVES
75,0,SHATW
75,19,OLIVE
100,102,XTREE
100,4,ALVES
100,0,SHATW
100,13,OLIVE
