Overlap,Num,Method
25,2,XTREE
25,145,ALVES
25,151,SHATW
25,143,OLIVE
50,51,XTREE
50,14,ALVES
50,22,SHATW
50,12,OLIVE
75,35,XTREE
75,15,ALVES
75,9,SHATW
75,9,OLIVE
100,100,XTREE
100,3,ALVES
100,0,SHATW
100,10,OLIVE
25,3,XTREE
25,146,ALVES
25,145,SHATW
25,143,OLIVE
50,50,XTREE
50,13,ALVES
50,31,SHATW
50,9,OLIVE
75,32,XTREE
75,14,ALVES
75,11,SHATW
75,9,OLIVE
100,101,XTREE
100,3,ALVES
100,0,SHATW
100,12,OLIVE
25,1,XTREE
25,145,ALVES
25,152,SHATW
25,149,OLIVE
50,36,XTREE
50,13,ALVES
50,21,SHATW
50,6,OLIVE
75,45,XTREE
75,14,ALVES
75,8,SHATW
75,6,OLIVE
100,102,XTREE
100,5,ALVES
100,0,SHATW
100,12,OLIVE
25,3,XTREE
25,142,ALVES
25,151,SHATW
25,141,OLIVE
50,48,XTREE
50,17,ALVES
50,24,SHATW
50,10,OLIVE
75,30,XTREE
75,16,ALVES
75,7,SHATW
75,8,OLIVE
100,101,XTREE
100,5,ALVES
100,0,SHATW
100,17,OLIVE
25,2,XTREE
25,144,ALVES
25,160,SHATW
25,144,OLIVE
50,40,XTREE
50,13,ALVES
50,14,SHATW
50,12,OLIVE
75,40,XTREE
75,15,ALVES
75,3,SHATW
75,8,OLIVE
100,101,XTREE
100,7,ALVES
100,0,SHATW
100,11,OLIVE
25,2,XTREE
25,142,ALVES
25,157,SHATW
25,137,OLIVE
50,49,XTREE
50,17,ALVES
50,18,SHATW
50,12,OLIVE
75,33,XTREE
75,14,ALVES
75,4,SHATW
75,12,OLIVE
100,100,XTREE
100,1,ALVES
100,0,SHATW
100,14,OLIVE
25,3,XTREE
25,149,ALVES
25,146,SHATW
25,142,OLIVE
50,47,XTREE
50,16,ALVES
50,29,SHATW
50,8,OLIVE
75,30,XTREE
75,6,ALVES
75,8,SHATW
75,9,OLIVE
100,102,XTREE
100,1,ALVES
100,0,SHATW
100,16,OLIVE
25,2,XTREE
25,146,ALVES
25,156,SHATW
25,143,OLIVE
50,47,XTREE
50,15,ALVES
50,19,SHATW
50,9,OLIVE
75,34,XTREE
75,12,ALVES
75,5,SHATW
75,9,OLIVE
100,98,XTREE
100,5,ALVES
100,0,SHATW
100,14,OLIVE
25,1,XTREE
25,141,ALVES
25,152,SHATW
25,141,OLIVE
50,47,XTREE
50,17,ALVES
50,21,SHATW
50,11,OLIVE
75,29,XTREE
75,15,ALVES
75,7,SHATW
75,9,OLIVE
100,104,XTREE
100,5,ALVES
100,0,SHATW
100,15,OLIVE
25,2,XTREE
25,142,ALVES
25,154,SHATW
25,141,OLIVE
50,47,XTREE
50,15,ALVES
50,20,SHATW
50,8,OLIVE
75,30,XTREE
75,16,ALVES
75,7,SHATW
75,7,OLIVE
100,101,XTREE
100,5,ALVES
100,0,SHATW
100,17,OLIVE
