Overlap,Num,Method
25,6,XTREE
25,4,ALVES
25,22,SHATW
25,3,OLIVE
50,45,XTREE
50,26,ALVES
50,110,SHATW
50,15,OLIVE
75,64,XTREE
75,65,ALVES
75,12,SHATW
75,24,OLIVE
100,404,XTREE
100,43,ALVES
100,0,SHATW
100,93,OLIVE
25,7,XTREE
25,3,ALVES
25,23,SHATW
25,1,OLIVE
50,49,XTREE
50,30,ALVES
50,119,SHATW
50,23,OLIVE
75,52,XTREE
75,68,ALVES
75,15,SHATW
75,16,OLIVE
100,411,XTREE
100,44,ALVES
100,0,SHATW
100,107,OLIVE
25,6,XTREE
25,7,ALVES
25,24,SHATW
25,3,OLIVE
50,30,XTREE
50,31,ALVES
50,110,SHATW
50,19,OLIVE
75,83,XTREE
75,71,ALVES
75,10,SHATW
75,19,OLIVE
100,400,XTREE
100,36,ALVES
100,0,SHATW
100,115,OLIVE
25,6,XTREE
25,7,ALVES
25,14,SHATW
25,2,OLIVE
50,45,XTREE
50,27,ALVES
50,99,SHATW
50,16,OLIVE
75,52,XTREE
75,68,ALVES
75,17,SHATW
75,22,OLIVE
100,416,XTREE
100,34,ALVES
100,0,SHATW
100,104,OLIVE
25,6,XTREE
25,5,ALVES
25,24,SHATW
25,4,OLIVE
50,41,XTREE
50,28,ALVES
50,97,SHATW
50,21,OLIVE
75,63,XTREE
75,71,ALVES
75,13,SHATW
75,21,OLIVE
100,409,XTREE
100,30,ALVES
100,0,SHATW
100,97,OLIVE
25,6,XTREE
25,4,ALVES
25,20,SHATW
25,3,OLIVE
50,47,XTREE
50,25,ALVES
50,111,SHATW
50,21,OLIVE
75,60,XTREE
75,73,ALVES
75,13,SHATW
75,25,OLIVE
100,406,XTREE
100,42,ALVES
100,0,SHATW
100,101,OLIVE
25,6,XTREE
25,5,ALVES
25,25,SHATW
25,3,OLIVE
50,45,XTREE
50,27,ALVES
50,98,SHATW
50,26,OLIVE
75,56,XTREE
75,77,ALVES
75,9,SHATW
75,23,OLIVE
100,412,XTREE
100,41,ALVES
100,0,SHATW
100,103,OLIVE
25,6,XTREE
25,4,ALVES
25,29,SHATW
25,2,OLIVE
50,45,XTREE
50,25,ALVES
50,95,SHATW
50,16,OLIVE
75,62,XTREE
75,75,ALVES
75,13,SHATW
75,18,OLIVE
100,406,XTREE
100,41,ALVES
100,0,SHATW
100,103,OLIVE
25,6,XTREE
25,5,ALVES
25,21,SHATW
25,4,OLIVE
50,45,XTREE
50,21,ALVES
50,111,SHATW
50,20,OLIVE
75,53,XTREE
75,72,ALVES
75,17,SHATW
75,21,OLIVE
100,415,XTREE
100,42,ALVES
100,0,SHATW
100,114,OLIVE
25,6,XTREE
25,4,ALVES
25,24,SHATW
25,3,OLIVE
50,40,XTREE
50,35,ALVES
50,106,SHATW
50,15,OLIVE
75,59,XTREE
75,64,ALVES
75,12,SHATW
75,26,OLIVE
100,414,XTREE
100,36,ALVES
100,0,SHATW
100,94,OLIVE
