Overlap,Num,Method
25,230,XTREE
25,604,ALVES
25,773,SHATW
25,598,OLIVE
50,47,XTREE
50,97,ALVES
50,0,SHATW
50,28,OLIVE
75,104,XTREE
75,116,ALVES
75,0,SHATW
75,78,OLIVE
100,431,XTREE
100,8,ALVES
100,0,SHATW
100,92,OLIVE
25,230,XTREE
25,620,ALVES
25,773,SHATW
25,599,OLIVE
50,47,XTREE
50,89,ALVES
50,0,SHATW
50,22,OLIVE
75,104,XTREE
75,102,ALVES
75,0,SHATW
75,90,OLIVE
100,431,XTREE
100,9,ALVES
100,0,SHATW
100,77,OLIVE
25,1,XTREE
25,614,ALVES
25,773,SHATW
25,605,OLIVE
50,67,XTREE
50,83,ALVES
50,0,SHATW
50,20,OLIVE
75,233,XTREE
75,114,ALVES
75,0,SHATW
75,92,OLIVE
100,532,XTREE
100,7,ALVES
100,0,SHATW
100,79,OLIVE
25,230,XTREE
25,613,ALVES
25,773,SHATW
25,576,OLIVE
50,47,XTREE
50,96,ALVES
50,0,SHATW
50,30,OLIVE
75,104,XTREE
75,110,ALVES
75,0,SHATW
75,98,OLIVE
100,431,XTREE
100,5,ALVES
100,0,SHATW
100,91,OLIVE
25,1,XTREE
25,607,ALVES
25,773,SHATW
25,593,OLIVE
50,72,XTREE
50,100,ALVES
50,0,SHATW
50,22,OLIVE
75,267,XTREE
75,113,ALVES
75,0,SHATW
75,92,OLIVE
100,520,XTREE
100,8,ALVES
100,0,SHATW
100,84,OLIVE
25,1,XTREE
25,596,ALVES
25,773,SHATW
25,595,OLIVE
50,66,XTREE
50,92,ALVES
50,0,SHATW
50,25,OLIVE
75,236,XTREE
75,122,ALVES
75,0,SHATW
75,86,OLIVE
100,535,XTREE
100,8,ALVES
100,0,SHATW
100,86,OLIVE
25,2,XTREE
25,601,ALVES
25,773,SHATW
25,595,OLIVE
50,66,XTREE
50,95,ALVES
50,0,SHATW
50,23,OLIVE
75,234,XTREE
75,123,ALVES
75,0,SHATW
75,91,OLIVE
100,535,XTREE
100,7,ALVES
100,0,SHATW
100,87,OLIVE
25,1,XTREE
25,611,ALVES
25,773,SHATW
25,592,OLIVE
50,83,XTREE
50,93,ALVES
50,0,SHATW
50,21,OLIVE
75,232,XTREE
75,110,ALVES
75,0,SHATW
75,89,OLIVE
100,537,XTREE
100,6,ALVES
100,0,SHATW
100,88,OLIVE
25,1,XTREE
25,601,ALVES
25,773,SHATW
25,575,OLIVE
50,69,XTREE
50,99,ALVES
50,0,SHATW
50,23,OLIVE
75,245,XTREE
75,114,ALVES
75,0,SHATW
75,100,OLIVE
100,521,XTREE
100,7,ALVES
100,0,SHATW
100,102,OLIVE
25,1,XTREE
25,607,ALVES
25,773,SHATW
25,583,OLIVE
50,83,XTREE
50,89,ALVES
50,0,SHATW
50,29,OLIVE
75,229,XTREE
75,120,ALVES
75,0,SHATW
75,92,OLIVE
100,531,XTREE
100,6,ALVES
100,0,SHATW
100,86,OLIVE
