Overlap,Num,Method
25,0,XTREE
25,7,ALVES
25,105,SHATW
25,0,OLIVE
50,26,XTREE
50,66,ALVES
50,0,SHATW
50,20,OLIVE
75,63,XTREE
75,53,ALVES
75,0,SHATW
75,48,OLIVE
100,39,XTREE
100,5,ALVES
100,0,SHATW
100,57,OLIVE
25,0,XTREE
25,6,ALVES
25,113,SHATW
25,0,OLIVE
50,26,XTREE
50,58,ALVES
50,0,SHATW
50,13,OLIVE
75,63,XTREE
75,47,ALVES
75,0,SHATW
75,49,OLIVE
100,39,XTREE
100,6,ALVES
100,0,SHATW
100,54,OLIVE
25,0,XTREE
25,6,ALVES
25,123,SHATW
25,0,OLIVE
50,41,XTREE
50,57,ALVES
50,0,SHATW
50,14,OLIVE
75,118,XTREE
75,50,ALVES
75,0,SHATW
75,52,OLIVE
100,108,XTREE
100,5,ALVES
100,0,SHATW
100,50,OLIVE
25,0,XTREE
25,10,ALVES
25,114,SHATW
25,0,OLIVE
50,26,XTREE
50,65,ALVES
50,0,SHATW
50,25,OLIVE
75,63,XTREE
75,46,ALVES
75,0,SHATW
75,57,OLIVE
100,39,XTREE
100,4,ALVES
100,0,SHATW
100,56,OLIVE
25,1,XTREE
25,10,ALVES
25,103,SHATW
25,0,OLIVE
50,44,XTREE
50,62,ALVES
50,0,SHATW
50,20,OLIVE
75,147,XTREE
75,53,ALVES
75,0,SHATW
75,53,OLIVE
100,75,XTREE
100,4,ALVES
100,0,SHATW
100,56,OLIVE
25,1,XTREE
25,8,ALVES
25,109,SHATW
25,0,OLIVE
50,38,XTREE
50,66,ALVES
50,0,SHATW
50,21,OLIVE
75,123,XTREE
75,59,ALVES
75,0,SHATW
75,45,OLIVE
100,105,XTREE
100,6,ALVES
100,0,SHATW
100,57,OLIVE
25,1,XTREE
25,8,ALVES
25,108,SHATW
25,0,OLIVE
50,38,XTREE
50,69,ALVES
50,0,SHATW
50,18,OLIVE
75,122,XTREE
75,55,ALVES
75,0,SHATW
75,58,OLIVE
100,106,XTREE
100,3,ALVES
100,0,SHATW
100,56,OLIVE
25,0,XTREE
25,7,ALVES
25,104,SHATW
25,0,OLIVE
50,55,XTREE
50,65,ALVES
50,0,SHATW
50,18,OLIVE
75,102,XTREE
75,46,ALVES
75,0,SHATW
75,51,OLIVE
100,110,XTREE
100,6,ALVES
100,0,SHATW
100,59,OLIVE
25,1,XTREE
25,6,ALVES
25,113,SHATW
25,0,OLIVE
50,39,XTREE
50,70,ALVES
50,0,SHATW
50,15,OLIVE
75,127,XTREE
75,48,ALVES
75,0,SHATW
75,67,OLIVE
100,100,XTREE
100,6,ALVES
100,0,SHATW
100,63,OLIVE
25,0,XTREE
25,10,ALVES
25,114,SHATW
25,0,OLIVE
50,56,XTREE
50,57,ALVES
50,0,SHATW
50,23,OLIVE
75,98,XTREE
75,57,ALVES
75,0,SHATW
75,50,OLIVE
100,113,XTREE
100,3,ALVES
100,0,SHATW
100,59,OLIVE
