Overlap,Num,Method
25,8,XTREE
25,530,ALVES
25,548,SHATW
25,530,OLIVE
50,101,XTREE
50,43,ALVES
50,138,SHATW
50,30,OLIVE
75,113,XTREE
75,85,ALVES
75,90,SHATW
75,37,OLIVE
100,519,XTREE
100,72,ALVES
100,0,SHATW
100,112,OLIVE
25,10,XTREE
25,523,ALVES
25,530,SHATW
25,516,OLIVE
50,105,XTREE
50,46,ALVES
50,154,SHATW
50,33,OLIVE
75,95,XTREE
75,88,ALVES
75,97,SHATW
75,29,OLIVE
100,520,XTREE
100,76,ALVES
100,0,SHATW
100,125,OLIVE
25,7,XTREE
25,526,ALVES
25,551,SHATW
25,515,OLIVE
50,71,XTREE
50,47,ALVES
50,135,SHATW
50,27,OLIVE
75,134,XTREE
75,90,ALVES
75,89,SHATW
75,28,OLIVE
100,533,XTREE
100,70,ALVES
100,0,SHATW
100,134,OLIVE
25,9,XTREE
25,532,ALVES
25,554,SHATW
25,518,OLIVE
50,98,XTREE
50,47,ALVES
50,128,SHATW
50,27,OLIVE
75,91,XTREE
75,89,ALVES
75,85,SHATW
75,31,OLIVE
100,523,XTREE
100,66,ALVES
100,0,SHATW
100,128,OLIVE
25,8,XTREE
25,534,ALVES
25,569,SHATW
25,524,OLIVE
50,86,XTREE
50,44,ALVES
50,117,SHATW
50,36,OLIVE
75,116,XTREE
75,89,ALVES
75,72,SHATW
75,30,OLIVE
100,524,XTREE
100,65,ALVES
100,0,SHATW
100,114,OLIVE
25,8,XTREE
25,521,ALVES
25,552,SHATW
25,509,OLIVE
50,101,XTREE
50,45,ALVES
50,137,SHATW
50,35,OLIVE
75,103,XTREE
75,93,ALVES
75,91,SHATW
75,38,OLIVE
100,520,XTREE
100,75,ALVES
100,0,SHATW
100,122,OLIVE
25,9,XTREE
25,523,ALVES
25,558,SHATW
25,509,OLIVE
50,97,XTREE
50,45,ALVES
50,132,SHATW
50,37,OLIVE
75,94,XTREE
75,86,ALVES
75,80,SHATW
75,36,OLIVE
100,526,XTREE
100,76,ALVES
100,0,SHATW
100,127,OLIVE
25,8,XTREE
25,524,ALVES
25,567,SHATW
25,525,OLIVE
50,97,XTREE
50,42,ALVES
50,122,SHATW
50,27,OLIVE
75,106,XTREE
75,94,ALVES
75,77,SHATW
75,30,OLIVE
100,517,XTREE
100,76,ALVES
100,0,SHATW
100,120,OLIVE
25,7,XTREE
25,525,ALVES
25,543,SHATW
25,505,OLIVE
50,97,XTREE
50,40,ALVES
50,140,SHATW
50,34,OLIVE
75,93,XTREE
75,89,ALVES
75,91,SHATW
75,33,OLIVE
100,531,XTREE
100,76,ALVES
100,0,SHATW
100,134,OLIVE
25,8,XTREE
25,526,ALVES
25,555,SHATW
25,525,OLIVE
50,92,XTREE
50,51,ALVES
50,134,SHATW
50,26,OLIVE
75,97,XTREE
75,88,ALVES
75,86,SHATW
75,36,OLIVE
100,524,XTREE
100,64,ALVES
100,0,SHATW
100,119,OLIVE
