Overlap,Num,Method
25,91,XTREE
25,461,ALVES
25,506,SHATW
25,456,OLIVE
50,21,XTREE
50,27,ALVES
50,0,SHATW
50,8,OLIVE
75,37,XTREE
75,35,ALVES
75,0,SHATW
75,26,OLIVE
100,374,XTREE
100,0,ALVES
100,0,SHATW
100,20,OLIVE
25,91,XTREE
25,464,ALVES
25,506,SHATW
25,448,OLIVE
50,21,XTREE
50,27,ALVES
50,0,SHATW
50,9,OLIVE
75,37,XTREE
75,31,ALVES
75,0,SHATW
75,38,OLIVE
100,374,XTREE
100,1,ALVES
100,0,SHATW
100,15,OLIVE
25,1,XTREE
25,459,ALVES
25,506,SHATW
25,454,OLIVE
50,26,XTREE
50,24,ALVES
50,0,SHATW
50,6,OLIVE
75,108,XTREE
75,39,ALVES
75,0,SHATW
75,34,OLIVE
100,395,XTREE
100,1,ALVES
100,0,SHATW
100,17,OLIVE
25,91,XTREE
25,461,ALVES
25,506,SHATW
25,447,OLIVE
50,21,XTREE
50,28,ALVES
50,0,SHATW
50,5,OLIVE
75,37,XTREE
75,35,ALVES
75,0,SHATW
75,37,OLIVE
100,374,XTREE
100,0,ALVES
100,0,SHATW
100,20,OLIVE
25,0,XTREE
25,459,ALVES
25,506,SHATW
25,455,OLIVE
50,27,XTREE
50,33,ALVES
50,0,SHATW
50,2,OLIVE
75,113,XTREE
75,33,ALVES
75,0,SHATW
75,35,OLIVE
100,397,XTREE
100,1,ALVES
100,0,SHATW
100,18,OLIVE
25,0,XTREE
25,460,ALVES
25,506,SHATW
25,451,OLIVE
50,27,XTREE
50,22,ALVES
50,0,SHATW
50,4,OLIVE
75,108,XTREE
75,35,ALVES
75,0,SHATW
75,36,OLIVE
100,397,XTREE
100,1,ALVES
100,0,SHATW
100,20,OLIVE
25,1,XTREE
25,461,ALVES
25,506,SHATW
25,460,OLIVE
50,27,XTREE
50,23,ALVES
50,0,SHATW
50,5,OLIVE
75,108,XTREE
75,38,ALVES
75,0,SHATW
75,28,OLIVE
100,396,XTREE
100,1,ALVES
100,0,SHATW
100,17,OLIVE
25,1,XTREE
25,461,ALVES
25,506,SHATW
25,453,OLIVE
50,28,XTREE
50,25,ALVES
50,0,SHATW
50,3,OLIVE
75,110,XTREE
75,38,ALVES
75,0,SHATW
75,35,OLIVE
100,397,XTREE
100,0,ALVES
100,0,SHATW
100,18,OLIVE
25,0,XTREE
25,458,ALVES
25,506,SHATW
25,453,OLIVE
50,29,XTREE
50,28,ALVES
50,0,SHATW
50,8,OLIVE
75,110,XTREE
75,36,ALVES
75,0,SHATW
75,29,OLIVE
100,392,XTREE
100,0,ALVES
100,0,SHATW
100,19,OLIVE
25,1,XTREE
25,457,ALVES
25,506,SHATW
25,448,OLIVE
50,27,XTREE
50,29,ALVES
50,0,SHATW
50,6,OLIVE
75,108,XTREE
75,37,ALVES
75,0,SHATW
75,36,OLIVE
100,392,XTREE
100,1,ALVES
100,0,SHATW
100,19,OLIVE
