Overlap,Heeded
75,-1
0,-2
0,-1
0,-1
0,0
0,-4
0,-2
85,-1
0,-2
0,0
0,-3
45,-3
90,1
0,-2
0,-1
85,0
0,-3
30,2
0,-1
30,2
0,-2
0,-6
0,-2
30,-1
30,-2
0,-4
0,-1
0,-2
100,0
0,-2
0,-2
0,-1
30,0
0,-4
0,-2
0,-2
0,-2
0,-2
0,-4
0,-3
0,-1
0,-2
90,-2
80,1
0,-2
0,-1
0,-1
0,-3
70,-2
75,0
0,-4
0,-2
0,-2
0,0
25,-9
0,0
0,-2
0,-2
0,0
0,-1
0,-1
65,-1
0,-2
40,-4
0,-3
30,1
35,-6
0,-2
0,-2
0,-2
0,-1
0,-2
95,-1
70,0
0,-2
95,1
50,-1
50,-3
0,-2
0,-1
15,-1
30,1
0,-2
45,-1
0,-3
0,-7
25,4
0,-2
0,-2
0,-1
0,-2
25,-6
0,-1
60,-1
35,0
0,-2
0,0
55,-1
0,-2
0,-3
0,-2
30,-3
40,0
