Overlap,Num,Method
25,4,XTREE
25,6,ALVES
25,56,SHATW
25,1,OLIVE
50,25,XTREE
50,17,ALVES
50,0,SHATW
50,12,OLIVE
75,48,XTREE
75,22,ALVES
75,0,SHATW
75,14,OLIVE
100,89,XTREE
100,6,ALVES
100,0,SHATW
100,25,OLIVE
25,2,XTREE
25,5,ALVES
25,60,SHATW
25,3,OLIVE
50,27,XTREE
50,16,ALVES
50,0,SHATW
50,6,OLIVE
75,39,XTREE
75,24,ALVES
75,0,SHATW
75,18,OLIVE
100,98,XTREE
100,7,ALVES
100,0,SHATW
100,24,OLIVE
25,2,XTREE
25,2,ALVES
25,56,SHATW
25,2,OLIVE
50,27,XTREE
50,22,ALVES
50,0,SHATW
50,13,OLIVE
75,57,XTREE
75,25,ALVES
75,0,SHATW
75,16,OLIVE
100,80,XTREE
100,8,ALVES
100,0,SHATW
100,25,OLIVE
25,2,XTREE
25,1,ALVES
25,61,SHATW
25,2,OLIVE
50,27,XTREE
50,28,ALVES
50,0,SHATW
50,14,OLIVE
75,44,XTREE
75,27,ALVES
75,0,SHATW
75,14,OLIVE
100,93,XTREE
100,4,ALVES
100,0,SHATW
100,23,OLIVE
25,2,XTREE
25,3,ALVES
25,55,SHATW
25,2,OLIVE
50,28,XTREE
50,21,ALVES
50,0,SHATW
50,13,OLIVE
75,46,XTREE
75,33,ALVES
75,0,SHATW
75,11,OLIVE
100,90,XTREE
100,6,ALVES
100,0,SHATW
100,22,OLIVE
25,2,XTREE
25,2,ALVES
25,63,SHATW
25,3,OLIVE
50,25,XTREE
50,17,ALVES
50,0,SHATW
50,13,OLIVE
75,47,XTREE
75,29,ALVES
75,0,SHATW
75,13,OLIVE
100,92,XTREE
100,6,ALVES
100,0,SHATW
100,22,OLIVE
25,2,XTREE
25,1,ALVES
25,57,SHATW
25,3,OLIVE
50,27,XTREE
50,16,ALVES
50,0,SHATW
50,10,OLIVE
75,53,XTREE
75,23,ALVES
75,0,SHATW
75,14,OLIVE
100,84,XTREE
100,6,ALVES
100,0,SHATW
100,25,OLIVE
25,2,XTREE
25,2,ALVES
25,50,SHATW
25,2,OLIVE
50,27,XTREE
50,15,ALVES
50,0,SHATW
50,12,OLIVE
75,43,XTREE
75,24,ALVES
75,0,SHATW
75,18,OLIVE
100,94,XTREE
100,3,ALVES
100,0,SHATW
100,18,OLIVE
25,4,XTREE
25,3,ALVES
25,47,SHATW
25,2,OLIVE
50,25,XTREE
50,18,ALVES
50,0,SHATW
50,14,OLIVE
75,44,XTREE
75,23,ALVES
75,0,SHATW
75,13,OLIVE
100,93,XTREE
100,6,ALVES
100,0,SHATW
100,24,OLIVE
25,2,XTREE
25,4,ALVES
25,49,SHATW
25,2,OLIVE
50,27,XTREE
50,20,ALVES
50,0,SHATW
50,10,OLIVE
75,41,XTREE
75,23,ALVES
75,0,SHATW
75,15,OLIVE
100,96,XTREE
100,10,ALVES
100,0,SHATW
100,23,OLIVE
