Overlap,Num,Method
25,4,XTREE
25,136,ALVES
25,187,SHATW
25,130,OLIVE
50,31,XTREE
50,22,ALVES
50,30,SHATW
50,14,OLIVE
75,55,XTREE
75,29,ALVES
75,0,SHATW
75,15,OLIVE
100,125,XTREE
100,12,ALVES
100,0,SHATW
100,35,OLIVE
25,2,XTREE
25,133,ALVES
25,187,SHATW
25,133,OLIVE
50,31,XTREE
50,20,ALVES
50,35,SHATW
50,10,OLIVE
75,47,XTREE
75,29,ALVES
75,0,SHATW
75,19,OLIVE
100,130,XTREE
100,14,ALVES
100,0,SHATW
100,35,OLIVE
25,2,XTREE
25,127,ALVES
25,187,SHATW
25,125,OLIVE
50,31,XTREE
50,25,ALVES
50,28,SHATW
50,16,OLIVE
75,66,XTREE
75,33,ALVES
75,0,SHATW
75,20,OLIVE
100,116,XTREE
100,14,ALVES
100,0,SHATW
100,34,OLIVE
25,2,XTREE
25,124,ALVES
25,187,SHATW
25,127,OLIVE
50,31,XTREE
50,28,ALVES
50,34,SHATW
50,18,OLIVE
75,51,XTREE
75,35,ALVES
75,0,SHATW
75,16,OLIVE
100,122,XTREE
100,13,ALVES
100,0,SHATW
100,34,OLIVE
25,2,XTREE
25,118,ALVES
25,187,SHATW
25,134,OLIVE
50,32,XTREE
50,29,ALVES
50,30,SHATW
50,14,OLIVE
75,53,XTREE
75,42,ALVES
75,0,SHATW
75,13,OLIVE
100,123,XTREE
100,17,ALVES
100,0,SHATW
100,32,OLIVE
25,2,XTREE
25,130,ALVES
25,187,SHATW
25,131,OLIVE
50,29,XTREE
50,22,ALVES
50,34,SHATW
50,17,OLIVE
75,54,XTREE
75,36,ALVES
75,0,SHATW
75,17,OLIVE
100,129,XTREE
100,11,ALVES
100,0,SHATW
100,32,OLIVE
25,2,XTREE
25,139,ALVES
25,187,SHATW
25,133,OLIVE
50,31,XTREE
50,20,ALVES
50,33,SHATW
50,15,OLIVE
75,65,XTREE
75,27,ALVES
75,0,SHATW
75,16,OLIVE
100,125,XTREE
100,12,ALVES
100,0,SHATW
100,32,OLIVE
25,2,XTREE
25,138,ALVES
25,187,SHATW
25,135,OLIVE
50,31,XTREE
50,16,ALVES
50,26,SHATW
50,14,OLIVE
75,51,XTREE
75,31,ALVES
75,0,SHATW
75,19,OLIVE
100,126,XTREE
100,13,ALVES
100,0,SHATW
100,27,OLIVE
25,4,XTREE
25,134,ALVES
25,187,SHATW
25,129,OLIVE
50,31,XTREE
50,22,ALVES
50,27,SHATW
50,17,OLIVE
75,51,XTREE
75,28,ALVES
75,0,SHATW
75,16,OLIVE
100,120,XTREE
100,14,ALVES
100,0,SHATW
100,33,OLIVE
25,2,XTREE
25,128,ALVES
25,187,SHATW
25,134,OLIVE
50,31,XTREE
50,27,ALVES
50,32,SHATW
50,12,OLIVE
75,48,XTREE
75,31,ALVES
75,0,SHATW
75,17,OLIVE
100,129,XTREE
100,17,ALVES
100,0,SHATW
100,30,OLIVE
