Overlap,Num,Method
25,5,XTREE
25,1,ALVES
25,47,SHATW
25,4,OLIVE
50,15,XTREE
50,10,ALVES
50,0,SHATW
50,9,OLIVE
75,28,XTREE
75,26,ALVES
75,0,SHATW
75,10,OLIVE
100,55,XTREE
100,11,ALVES
100,0,SHATW
100,25,OLIVE
25,8,XTREE
25,4,ALVES
25,44,SHATW
25,1,OLIVE
50,15,XTREE
50,13,ALVES
50,0,SHATW
50,9,OLIVE
75,38,XTREE
75,22,ALVES
75,0,SHATW
75,9,OLIVE
100,42,XTREE
100,8,ALVES
100,0,SHATW
100,29,OLIVE
25,7,XTREE
25,4,ALVES
25,45,SHATW
25,5,OLIVE
50,15,XTREE
50,9,ALVES
50,0,SHATW
50,7,OLIVE
75,29,XTREE
75,24,ALVES
75,0,SHATW
75,15,OLIVE
100,52,XTREE
100,9,ALVES
100,0,SHATW
100,29,OLIVE
25,5,XTREE
25,2,ALVES
25,58,SHATW
25,5,OLIVE
50,17,XTREE
50,14,ALVES
50,0,SHATW
50,4,OLIVE
75,30,XTREE
75,29,ALVES
75,0,SHATW
75,12,OLIVE
100,51,XTREE
100,10,ALVES
100,0,SHATW
100,30,OLIVE
25,8,XTREE
25,1,ALVES
25,49,SHATW
25,3,OLIVE
50,13,XTREE
50,8,ALVES
50,0,SHATW
50,6,OLIVE
75,30,XTREE
75,25,ALVES
75,0,SHATW
75,11,OLIVE
100,52,XTREE
100,9,ALVES
100,0,SHATW
100,27,OLIVE
25,5,XTREE
25,2,ALVES
25,53,SHATW
25,2,OLIVE
50,17,XTREE
50,10,ALVES
50,0,SHATW
50,7,OLIVE
75,38,XTREE
75,24,ALVES
75,0,SHATW
75,12,OLIVE
100,43,XTREE
100,12,ALVES
100,0,SHATW
100,31,OLIVE
25,8,XTREE
25,3,ALVES
25,41,SHATW
25,6,OLIVE
50,14,XTREE
50,12,ALVES
50,0,SHATW
50,8,OLIVE
75,32,XTREE
75,32,ALVES
75,0,SHATW
75,15,OLIVE
100,49,XTREE
100,4,ALVES
100,0,SHATW
100,37,OLIVE
25,7,XTREE
25,0,ALVES
25,50,SHATW
25,5,OLIVE
50,15,XTREE
50,11,ALVES
50,0,SHATW
50,10,OLIVE
75,28,XTREE
75,28,ALVES
75,0,SHATW
75,13,OLIVE
100,53,XTREE
100,12,ALVES
100,0,SHATW
100,33,OLIVE
25,6,XTREE
25,3,ALVES
25,49,SHATW
25,4,OLIVE
50,16,XTREE
50,15,ALVES
50,0,SHATW
50,8,OLIVE
75,30,XTREE
75,27,ALVES
75,0,SHATW
75,12,OLIVE
100,51,XTREE
100,7,ALVES
100,0,SHATW
100,24,OLIVE
25,6,XTREE
25,2,ALVES
25,55,SHATW
25,4,OLIVE
50,16,XTREE
50,13,ALVES
50,0,SHATW
50,4,OLIVE
75,46,XTREE
75,27,ALVES
75,0,SHATW
75,8,OLIVE
100,35,XTREE
100,10,ALVES
100,0,SHATW
100,21,OLIVE
