Overlap,Num,Method
25,9,XTREE
25,80,ALVES
25,143,SHATW
25,85,OLIVE
50,29,XTREE
50,22,ALVES
50,34,SHATW
50,14,OLIVE
75,50,XTREE
75,33,ALVES
75,0,SHATW
75,18,OLIVE
100,77,XTREE
100,17,ALVES
100,0,SHATW
100,31,OLIVE
25,13,XTREE
25,89,ALVES
25,143,SHATW
25,81,OLIVE
50,33,XTREE
50,20,ALVES
50,28,SHATW
50,13,OLIVE
75,58,XTREE
75,29,ALVES
75,0,SHATW
75,16,OLIVE
100,62,XTREE
100,19,ALVES
100,0,SHATW
100,35,OLIVE
25,11,XTREE
25,90,ALVES
25,143,SHATW
25,73,OLIVE
50,30,XTREE
50,17,ALVES
50,27,SHATW
50,16,OLIVE
75,53,XTREE
75,31,ALVES
75,0,SHATW
75,24,OLIVE
100,66,XTREE
100,19,ALVES
100,0,SHATW
100,37,OLIVE
25,9,XTREE
25,75,ALVES
25,143,SHATW
25,84,OLIVE
50,32,XTREE
50,25,ALVES
50,39,SHATW
50,11,OLIVE
75,51,XTREE
75,37,ALVES
75,0,SHATW
75,20,OLIVE
100,67,XTREE
100,20,ALVES
100,0,SHATW
100,34,OLIVE
25,12,XTREE
25,94,ALVES
25,143,SHATW
25,84,OLIVE
50,31,XTREE
50,14,ALVES
50,34,SHATW
50,12,OLIVE
75,47,XTREE
75,28,ALVES
75,0,SHATW
75,18,OLIVE
100,64,XTREE
100,17,ALVES
100,0,SHATW
100,33,OLIVE
25,9,XTREE
25,83,ALVES
25,143,SHATW
25,78,OLIVE
50,34,XTREE
50,20,ALVES
50,40,SHATW
50,13,OLIVE
75,60,XTREE
75,30,ALVES
75,0,SHATW
75,21,OLIVE
100,57,XTREE
100,20,ALVES
100,0,SHATW
100,37,OLIVE
25,13,XTREE
25,82,ALVES
25,143,SHATW
25,66,OLIVE
50,32,XTREE
50,19,ALVES
50,26,SHATW
50,16,OLIVE
75,52,XTREE
75,43,ALVES
75,0,SHATW
75,23,OLIVE
100,64,XTREE
100,17,ALVES
100,0,SHATW
100,46,OLIVE
25,11,XTREE
25,74,ALVES
25,143,SHATW
25,68,OLIVE
50,34,XTREE
50,26,ALVES
50,27,SHATW
50,21,OLIVE
75,46,XTREE
75,35,ALVES
75,0,SHATW
75,23,OLIVE
100,64,XTREE
100,21,ALVES
100,0,SHATW
100,40,OLIVE
25,10,XTREE
25,82,ALVES
25,143,SHATW
25,82,OLIVE
50,33,XTREE
50,25,ALVES
50,29,SHATW
50,15,OLIVE
75,52,XTREE
75,33,ALVES
75,0,SHATW
75,23,OLIVE
100,66,XTREE
100,12,ALVES
100,0,SHATW
100,34,OLIVE
25,10,XTREE
25,79,ALVES
25,143,SHATW
25,98,OLIVE
50,35,XTREE
50,22,ALVES
50,38,SHATW
50,14,OLIVE
75,66,XTREE
75,37,ALVES
75,0,SHATW
75,13,OLIVE
100,60,XTREE
100,18,ALVES
100,0,SHATW
100,26,OLIVE
