Overlap,Num,Method
25,0,XTREE
25,2,ALVES
25,9,SHATW
25,0,OLIVE
50,14,XTREE
50,10,ALVES
50,0,SHATW
50,6,OLIVE
75,9,XTREE
75,2,ALVES
75,0,SHATW
75,3,OLIVE
100,51,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
25,1,XTREE
25,2,ALVES
25,12,SHATW
25,0,OLIVE
50,13,XTREE
50,8,ALVES
50,0,SHATW
50,7,OLIVE
75,10,XTREE
75,2,ALVES
75,0,SHATW
75,1,OLIVE
100,50,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
25,0,XTREE
25,2,ALVES
25,8,SHATW
25,0,OLIVE
50,14,XTREE
50,9,ALVES
50,0,SHATW
50,6,OLIVE
75,8,XTREE
75,3,ALVES
75,0,SHATW
75,5,OLIVE
100,52,XTREE
100,0,ALVES
100,0,SHATW
100,3,OLIVE
25,0,XTREE
25,3,ALVES
25,12,SHATW
25,0,OLIVE
50,17,XTREE
50,8,ALVES
50,0,SHATW
50,7,OLIVE
75,8,XTREE
75,5,ALVES
75,0,SHATW
75,5,OLIVE
100,49,XTREE
100,0,ALVES
100,0,SHATW
100,4,OLIVE
25,0,XTREE
25,2,ALVES
25,5,SHATW
25,0,OLIVE
50,14,XTREE
50,9,ALVES
50,0,SHATW
50,4,OLIVE
75,8,XTREE
75,5,ALVES
75,0,SHATW
75,1,OLIVE
100,52,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
25,0,XTREE
25,2,ALVES
25,12,SHATW
25,0,OLIVE
50,14,XTREE
50,5,ALVES
50,0,SHATW
50,6,OLIVE
75,10,XTREE
75,4,ALVES
75,0,SHATW
75,5,OLIVE
100,50,XTREE
100,0,ALVES
100,0,SHATW
100,3,OLIVE
25,4,XTREE
25,2,ALVES
25,15,SHATW
25,0,OLIVE
50,14,XTREE
50,7,ALVES
50,0,SHATW
50,7,OLIVE
75,7,XTREE
75,3,ALVES
75,0,SHATW
75,1,OLIVE
100,49,XTREE
100,0,ALVES
100,0,SHATW
100,3,OLIVE
25,1,XTREE
25,1,ALVES
25,14,SHATW
25,0,OLIVE
50,13,XTREE
50,4,ALVES
50,0,SHATW
50,7,OLIVE
75,9,XTREE
75,4,ALVES
75,0,SHATW
75,5,OLIVE
100,51,XTREE
100,0,ALVES
100,0,SHATW
100,3,OLIVE
25,0,XTREE
25,3,ALVES
25,14,SHATW
25,0,OLIVE
50,14,XTREE
50,5,ALVES
50,0,SHATW
50,8,OLIVE
75,9,XTREE
75,2,ALVES
75,0,SHATW
75,3,OLIVE
100,51,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,0,XTREE
25,2,ALVES
25,5,SHATW
25,0,OLIVE
50,14,XTREE
50,10,ALVES
50,1,SHATW
50,9,OLIVE
75,8,XTREE
75,4,ALVES
75,0,SHATW
75,4,OLIVE
100,52,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
