Overlap,Num,Method
25,31,XTREE
25,21,ALVES
25,84,SHATW
25,7,OLIVE
50,101,XTREE
50,33,ALVES
50,0,SHATW
50,27,OLIVE
75,65,XTREE
75,35,ALVES
75,0,SHATW
75,11,OLIVE
100,280,XTREE
100,9,ALVES
100,0,SHATW
100,39,OLIVE
25,29,XTREE
25,13,ALVES
25,86,SHATW
25,6,OLIVE
50,96,XTREE
50,27,ALVES
50,0,SHATW
50,24,OLIVE
75,70,XTREE
75,34,ALVES
75,0,SHATW
75,14,OLIVE
100,282,XTREE
100,11,ALVES
100,0,SHATW
100,40,OLIVE
25,30,XTREE
25,19,ALVES
25,79,SHATW
25,11,OLIVE
50,102,XTREE
50,26,ALVES
50,0,SHATW
50,30,OLIVE
75,62,XTREE
75,32,ALVES
75,0,SHATW
75,8,OLIVE
100,283,XTREE
100,16,ALVES
100,0,SHATW
100,41,OLIVE
25,30,XTREE
25,15,ALVES
25,87,SHATW
25,13,OLIVE
50,102,XTREE
50,26,ALVES
50,0,SHATW
50,28,OLIVE
75,62,XTREE
75,34,ALVES
75,0,SHATW
75,11,OLIVE
100,283,XTREE
100,8,ALVES
100,0,SHATW
100,41,OLIVE
25,32,XTREE
25,9,ALVES
25,89,SHATW
25,9,OLIVE
50,98,XTREE
50,28,ALVES
50,0,SHATW
50,26,OLIVE
75,98,XTREE
75,38,ALVES
75,0,SHATW
75,7,OLIVE
100,249,XTREE
100,13,ALVES
100,0,SHATW
100,42,OLIVE
25,30,XTREE
25,19,ALVES
25,77,SHATW
25,14,OLIVE
50,102,XTREE
50,29,ALVES
50,0,SHATW
50,30,OLIVE
75,64,XTREE
75,37,ALVES
75,0,SHATW
75,6,OLIVE
100,281,XTREE
100,9,ALVES
100,0,SHATW
100,35,OLIVE
25,30,XTREE
25,9,ALVES
25,87,SHATW
25,9,OLIVE
50,99,XTREE
50,30,ALVES
50,0,SHATW
50,31,OLIVE
75,62,XTREE
75,40,ALVES
75,0,SHATW
75,12,OLIVE
100,286,XTREE
100,9,ALVES
100,0,SHATW
100,36,OLIVE
25,30,XTREE
25,17,ALVES
25,91,SHATW
25,9,OLIVE
50,104,XTREE
50,22,ALVES
50,0,SHATW
50,30,OLIVE
75,70,XTREE
75,31,ALVES
75,0,SHATW
75,12,OLIVE
100,273,XTREE
100,11,ALVES
100,0,SHATW
100,33,OLIVE
25,29,XTREE
25,12,ALVES
25,84,SHATW
25,6,OLIVE
50,98,XTREE
50,26,ALVES
50,0,SHATW
50,31,OLIVE
75,65,XTREE
75,31,ALVES
75,0,SHATW
75,12,OLIVE
100,285,XTREE
100,12,ALVES
100,0,SHATW
100,37,OLIVE
25,31,XTREE
25,14,ALVES
25,83,SHATW
25,11,OLIVE
50,101,XTREE
50,27,ALVES
50,0,SHATW
50,26,OLIVE
75,68,XTREE
75,31,ALVES
75,0,SHATW
75,10,OLIVE
100,277,XTREE
100,11,ALVES
100,0,SHATW
100,37,OLIVE
