Overlap,Num,Method
25,33,XTREE
25,429,ALVES
25,513,SHATW
25,430,OLIVE
50,133,XTREE
50,46,ALVES
50,37,SHATW
50,33,OLIVE
75,87,XTREE
75,43,ALVES
75,0,SHATW
75,16,OLIVE
100,309,XTREE
100,18,ALVES
100,0,SHATW
100,45,OLIVE
25,31,XTREE
25,439,ALVES
25,513,SHATW
25,428,OLIVE
50,122,XTREE
50,36,ALVES
50,40,SHATW
50,29,OLIVE
75,97,XTREE
75,40,ALVES
75,0,SHATW
75,19,OLIVE
100,311,XTREE
100,21,ALVES
100,0,SHATW
100,45,OLIVE
25,32,XTREE
25,432,ALVES
25,513,SHATW
25,426,OLIVE
50,131,XTREE
50,39,ALVES
50,37,SHATW
50,42,OLIVE
75,84,XTREE
75,38,ALVES
75,0,SHATW
75,13,OLIVE
100,312,XTREE
100,27,ALVES
100,0,SHATW
100,44,OLIVE
25,32,XTREE
25,438,ALVES
25,513,SHATW
25,427,OLIVE
50,131,XTREE
50,35,ALVES
50,34,SHATW
50,37,OLIVE
75,86,XTREE
75,42,ALVES
75,0,SHATW
75,16,OLIVE
100,311,XTREE
100,21,ALVES
100,0,SHATW
100,44,OLIVE
25,34,XTREE
25,430,ALVES
25,513,SHATW
25,430,OLIVE
50,130,XTREE
50,37,ALVES
50,36,SHATW
50,36,OLIVE
75,121,XTREE
75,45,ALVES
75,0,SHATW
75,12,OLIVE
100,287,XTREE
100,23,ALVES
100,0,SHATW
100,44,OLIVE
25,32,XTREE
25,433,ALVES
25,513,SHATW
25,434,OLIVE
50,131,XTREE
50,41,ALVES
50,33,SHATW
50,42,OLIVE
75,86,XTREE
75,43,ALVES
75,0,SHATW
75,11,OLIVE
100,309,XTREE
100,19,ALVES
100,0,SHATW
100,37,OLIVE
25,32,XTREE
25,428,ALVES
25,513,SHATW
25,426,OLIVE
50,129,XTREE
50,39,ALVES
50,40,SHATW
50,40,OLIVE
75,85,XTREE
75,49,ALVES
75,0,SHATW
75,19,OLIVE
100,313,XTREE
100,19,ALVES
100,0,SHATW
100,41,OLIVE
25,32,XTREE
25,443,ALVES
25,513,SHATW
25,433,OLIVE
50,135,XTREE
50,34,ALVES
50,47,SHATW
50,39,OLIVE
75,93,XTREE
75,38,ALVES
75,0,SHATW
75,18,OLIVE
100,304,XTREE
100,20,ALVES
100,0,SHATW
100,37,OLIVE
25,31,XTREE
25,439,ALVES
25,513,SHATW
25,424,OLIVE
50,126,XTREE
50,34,ALVES
50,36,SHATW
50,39,OLIVE
75,89,XTREE
75,35,ALVES
75,0,SHATW
75,16,OLIVE
100,313,XTREE
100,22,ALVES
100,0,SHATW
100,43,OLIVE
25,33,XTREE
25,439,ALVES
25,513,SHATW
25,431,OLIVE
50,133,XTREE
50,39,ALVES
50,37,SHATW
50,35,OLIVE
75,91,XTREE
75,38,ALVES
75,0,SHATW
75,17,OLIVE
100,309,XTREE
100,19,ALVES
100,0,SHATW
100,40,OLIVE
