Overlap,Num,Method
25,10,XTREE
25,0,ALVES
25,2,SHATW
25,0,OLIVE
50,30,XTREE
50,0,ALVES
50,0,SHATW
50,1,OLIVE
75,20,XTREE
75,1,ALVES
75,0,SHATW
75,1,OLIVE
100,99,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,10,XTREE
25,0,ALVES
25,2,SHATW
25,0,OLIVE
50,31,XTREE
50,0,ALVES
50,0,SHATW
50,1,OLIVE
75,20,XTREE
75,1,ALVES
75,0,SHATW
75,0,OLIVE
100,98,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,10,XTREE
25,0,ALVES
25,2,SHATW
25,0,OLIVE
50,30,XTREE
50,0,ALVES
50,0,SHATW
50,1,OLIVE
75,21,XTREE
75,1,ALVES
75,0,SHATW
75,0,OLIVE
100,98,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,10,XTREE
25,0,ALVES
25,2,SHATW
25,0,OLIVE
50,30,XTREE
50,1,ALVES
50,0,SHATW
50,0,OLIVE
75,20,XTREE
75,1,ALVES
75,0,SHATW
75,0,OLIVE
100,99,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,10,XTREE
25,0,ALVES
25,1,SHATW
25,0,OLIVE
50,31,XTREE
50,1,ALVES
50,0,SHATW
50,0,OLIVE
75,19,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,99,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,10,XTREE
25,0,ALVES
25,1,SHATW
25,0,OLIVE
50,30,XTREE
50,1,ALVES
50,0,SHATW
50,0,OLIVE
75,21,XTREE
75,0,ALVES
75,0,SHATW
75,1,OLIVE
100,98,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,10,XTREE
25,0,ALVES
25,2,SHATW
25,0,OLIVE
50,31,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,19,XTREE
75,2,ALVES
75,0,SHATW
75,0,OLIVE
100,99,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,10,XTREE
25,0,ALVES
25,1,SHATW
25,0,OLIVE
50,31,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,20,XTREE
75,1,ALVES
75,0,SHATW
75,0,OLIVE
100,98,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,10,XTREE
25,0,ALVES
25,1,SHATW
25,0,OLIVE
50,30,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,20,XTREE
75,2,ALVES
75,0,SHATW
75,0,OLIVE
100,99,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,10,XTREE
25,0,ALVES
25,2,SHATW
25,0,OLIVE
50,30,XTREE
50,1,ALVES
50,0,SHATW
50,0,OLIVE
75,20,XTREE
75,2,ALVES
75,0,SHATW
75,1,OLIVE
100,99,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
