Overlap,Num,Method
25,6,XTREE
25,67,ALVES
25,71,SHATW
25,69,OLIVE
50,26,XTREE
50,5,ALVES
50,0,SHATW
50,2,OLIVE
75,14,XTREE
75,1,ALVES
75,0,SHATW
75,1,OLIVE
100,31,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,4,XTREE
25,68,ALVES
25,71,SHATW
25,69,OLIVE
50,27,XTREE
50,3,ALVES
50,0,SHATW
50,1,OLIVE
75,13,XTREE
75,1,ALVES
75,0,SHATW
75,2,OLIVE
100,31,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,4,XTREE
25,70,ALVES
25,71,SHATW
25,68,OLIVE
50,25,XTREE
50,2,ALVES
50,0,SHATW
50,2,OLIVE
75,15,XTREE
75,0,ALVES
75,0,SHATW
75,2,OLIVE
100,32,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,5,XTREE
25,69,ALVES
25,71,SHATW
25,69,OLIVE
50,26,XTREE
50,2,ALVES
50,0,SHATW
50,1,OLIVE
75,15,XTREE
75,1,ALVES
75,0,SHATW
75,1,OLIVE
100,31,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,5,XTREE
25,66,ALVES
25,71,SHATW
25,69,OLIVE
50,27,XTREE
50,5,ALVES
50,0,SHATW
50,2,OLIVE
75,14,XTREE
75,2,ALVES
75,0,SHATW
75,1,OLIVE
100,31,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,5,XTREE
25,67,ALVES
25,71,SHATW
25,66,OLIVE
50,25,XTREE
50,5,ALVES
50,0,SHATW
50,3,OLIVE
75,15,XTREE
75,1,ALVES
75,0,SHATW
75,3,OLIVE
100,31,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,6,XTREE
25,68,ALVES
25,71,SHATW
25,70,OLIVE
50,25,XTREE
50,2,ALVES
50,0,SHATW
50,2,OLIVE
75,14,XTREE
75,2,ALVES
75,0,SHATW
75,1,OLIVE
100,31,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,6,XTREE
25,68,ALVES
25,71,SHATW
25,70,OLIVE
50,27,XTREE
50,3,ALVES
50,0,SHATW
50,0,OLIVE
75,15,XTREE
75,1,ALVES
75,0,SHATW
75,1,OLIVE
100,31,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,7,XTREE
25,70,ALVES
25,71,SHATW
25,67,OLIVE
50,25,XTREE
50,1,ALVES
50,0,SHATW
50,3,OLIVE
75,14,XTREE
75,1,ALVES
75,0,SHATW
75,2,OLIVE
100,31,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,6,XTREE
25,68,ALVES
25,71,SHATW
25,68,OLIVE
50,26,XTREE
50,2,ALVES
50,0,SHATW
50,3,OLIVE
75,14,XTREE
75,2,ALVES
75,0,SHATW
75,1,OLIVE
100,31,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
