Overlap,Num,Method
25,32,XTREE
25,191,ALVES
25,200,SHATW
25,192,OLIVE
50,87,XTREE
50,11,ALVES
50,1,SHATW
50,10,OLIVE
75,37,XTREE
75,2,ALVES
75,0,SHATW
75,1,OLIVE
100,78,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,30,XTREE
25,196,ALVES
25,199,SHATW
25,190,OLIVE
50,85,XTREE
50,4,ALVES
50,2,SHATW
50,11,OLIVE
75,42,XTREE
75,2,ALVES
75,0,SHATW
75,2,OLIVE
100,78,XTREE
100,0,ALVES
100,0,SHATW
100,3,OLIVE
25,30,XTREE
25,193,ALVES
25,198,SHATW
25,190,OLIVE
50,88,XTREE
50,6,ALVES
50,3,SHATW
50,11,OLIVE
75,40,XTREE
75,3,ALVES
75,0,SHATW
75,2,OLIVE
100,78,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,30,XTREE
25,194,ALVES
25,199,SHATW
25,189,OLIVE
50,84,XTREE
50,8,ALVES
50,1,SHATW
50,10,OLIVE
75,43,XTREE
75,2,ALVES
75,0,SHATW
75,2,OLIVE
100,78,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,30,XTREE
25,195,ALVES
25,199,SHATW
25,191,OLIVE
50,89,XTREE
50,6,ALVES
50,1,SHATW
50,14,OLIVE
75,38,XTREE
75,2,ALVES
75,0,SHATW
75,1,OLIVE
100,78,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
25,38,XTREE
25,193,ALVES
25,198,SHATW
25,189,OLIVE
50,84,XTREE
50,7,ALVES
50,2,SHATW
50,14,OLIVE
75,36,XTREE
75,1,ALVES
75,0,SHATW
75,2,OLIVE
100,77,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
25,31,XTREE
25,195,ALVES
25,198,SHATW
25,191,OLIVE
50,88,XTREE
50,4,ALVES
50,2,SHATW
50,13,OLIVE
75,35,XTREE
75,2,ALVES
75,0,SHATW
75,1,OLIVE
100,78,XTREE
100,0,ALVES
100,0,SHATW
100,2,OLIVE
25,31,XTREE
25,194,ALVES
25,198,SHATW
25,190,OLIVE
50,88,XTREE
50,6,ALVES
50,2,SHATW
50,13,OLIVE
75,35,XTREE
75,3,ALVES
75,0,SHATW
75,2,OLIVE
100,78,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,30,XTREE
25,197,ALVES
25,198,SHATW
25,190,OLIVE
50,88,XTREE
50,6,ALVES
50,3,SHATW
50,15,OLIVE
75,41,XTREE
75,1,ALVES
75,0,SHATW
75,4,OLIVE
100,77,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,30,XTREE
25,194,ALVES
25,199,SHATW
25,186,OLIVE
50,84,XTREE
50,5,ALVES
50,2,SHATW
50,13,OLIVE
75,40,XTREE
75,3,ALVES
75,0,SHATW
75,3,OLIVE
100,78,XTREE
100,0,ALVES
100,0,SHATW
100,3,OLIVE
