Overlap,Num,Method
25,2,XTREE
25,15,ALVES
25,15,SHATW
25,12,OLIVE
50,9,XTREE
50,1,ALVES
50,0,SHATW
50,3,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,2,XTREE
25,13,ALVES
25,15,SHATW
25,11,OLIVE
50,8,XTREE
50,2,ALVES
50,0,SHATW
50,4,OLIVE
75,3,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,2,XTREE
25,14,ALVES
25,15,SHATW
25,12,OLIVE
50,9,XTREE
50,2,ALVES
50,0,SHATW
50,3,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,2,XTREE
25,14,ALVES
25,15,SHATW
25,12,OLIVE
50,9,XTREE
50,2,ALVES
50,0,SHATW
50,3,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,2,XTREE
25,15,ALVES
25,15,SHATW
25,12,OLIVE
50,9,XTREE
50,1,ALVES
50,0,SHATW
50,3,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,2,XTREE
25,15,ALVES
25,15,SHATW
25,14,OLIVE
50,9,XTREE
50,1,ALVES
50,0,SHATW
50,1,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,2,XTREE
25,15,ALVES
25,15,SHATW
25,14,OLIVE
50,9,XTREE
50,1,ALVES
50,0,SHATW
50,1,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,2,XTREE
25,13,ALVES
25,15,SHATW
25,13,OLIVE
50,9,XTREE
50,3,ALVES
50,0,SHATW
50,2,OLIVE
75,2,XTREE
75,0,ALVES
75,0,SHATW
75,0,OLIVE
100,4,XTREE
100,0,ALVES
100,0,SHATW
100,0,OLIVE
25,2,XTREE
25,14,ALVES
25,15,SHATW
25,12,OLIVE
50,9,XTREE
50,2,ALVES
50,0,SHATW
50,3,OLIVE
75,2,XTREE
75,0,ALVES
